,user_id,artist_id,tag_id
31800,336,190,826
31801,336,190,1445
31802,336,190,2244
31803,336,190,2887
31804,336,198,1
31805,336,198,73
31806,336,229,73
31807,336,229,78
31808,336,229,81
31809,336,229,389
31810,336,229,2887
31811,336,234,73
31812,336,238,13
31813,336,238,14
31814,336,238,15
31815,336,238,18
31816,336,238,26
31817,336,238,33
31818,336,238,79
31819,336,238,88
31820,336,238,90
31821,336,238,187
31822,336,238,238
31823,336,238,285
31824,336,238,826
31825,336,300,130
31826,336,377,26
31827,336,377,191
31828,336,377,229
31829,336,377,285
31830,336,377,801
31831,336,377,2887
31832,336,432,81
31833,336,436,79
31834,336,486,73
31835,336,486,78
31836,336,486,79
31837,336,486,213
31838,336,486,285
31839,336,486,387
31840,336,486,2244
31841,336,517,1
31842,336,517,73
31843,336,520,18
31844,336,520,39
31845,336,520,90
31846,336,520,187
31847,336,562,73
31848,336,592,191
31849,336,592,213
31850,336,599,26
31851,336,599,73
31852,336,599,238
31853,336,632,229
31854,336,644,39
31855,336,644,238
31856,336,703,229
31857,336,726,191
31858,336,726,234
31859,336,726,285
31861,336,747,13
31862,336,747,14
31863,336,755,33
31864,336,755,87
31865,336,755,191
31866,336,755,1017
31867,336,774,14
31868,336,774,33
31869,336,774,87
31870,336,774,88
31871,336,774,191
31872,336,774,213
31873,336,774,229
31874,336,774,285
31875,336,774,508
31876,336,774,821
31878,336,962,130
31879,336,982,73
31880,336,982,78
31881,336,1044,1
31882,336,1044,73
31883,336,1044,285
31884,336,1134,26
31885,336,1134,33
31886,336,1134,191
31887,336,1394,39
31888,336,1400,18
31889,336,1400,39
31890,336,1400,81
31891,336,1400,88
31892,336,1400,285
31893,336,1512,213
31894,336,1512,234
31895,336,1512,508
31896,336,1700,14
31897,336,1700,191
31898,336,1700,213
31899,336,1700,229
31900,336,1700,234
31901,336,1700,508
31902,336,1700,545
31904,336,1709,14
31905,336,1709,26
31906,336,1709,213
31907,336,1709,234
31908,336,1709,285
31909,336,1709,836
31912,336,1983,238
31913,336,1988,73
31914,336,1988,81
31916,336,2139,836
31917,336,2146,18
31918,336,2146,26
31919,336,2146,90
31920,336,2146,187
31921,336,2146,229
31923,336,2681,14
31924,336,2681,18
31925,336,2681,33
31926,336,2681,187
31927,336,2771,33
31928,336,2771,87
31929,336,2771,191
31930,336,2771,821
31931,336,2771,1017
31932,336,2836,1
31933,336,2836,73
31934,336,2836,78
31935,336,2836,79
31938,336,3520,13
31939,336,3520,14
31940,336,3815,81
31941,336,3815,87
31942,336,3815,191
31943,336,3817,14
31946,336,4126,14
31947,336,4126,191
31948,336,4126,229
31950,336,4609,389
31951,336,4852,13
31952,336,4852,14
31953,336,4852,15
31954,336,4852,18
31955,336,4852,88
31956,336,4852,285
31957,336,4852,839
31958,336,5074,229
31959,336,5074,285
31963,336,5586,14
31964,336,5586,18
31965,336,5586,61
31966,336,5586,233
31975,336,5793,26
31976,336,5793,87
31977,336,5793,130
31978,336,5793,191
31979,336,5793,213
31980,336,5793,234
31981,336,5793,285
31982,336,5793,364
31983,336,5793,801
31984,336,5793,821
31985,336,5793,2244
31994,336,5796,14
31995,336,5796,26
31996,336,5796,33
31997,336,5796,56
31998,336,5796,81
31999,336,5796,87
32000,336,5796,213
32001,336,5796,387
32002,336,5796,821
32003,336,5797,14
32004,336,5797,26
32005,336,5797,87
32006,336,5797,90
32007,336,5797,191
32008,336,5797,213
32009,336,5797,229
32010,336,5797,234
32011,336,5797,285
32012,336,5797,387
32013,336,5797,564
32014,336,5797,821
32015,336,5797,1017
32016,336,5797,2244
32019,336,5797,2887
32020,336,5799,33
32021,336,5799,73
32022,336,5799,87
32023,336,5799,88
32024,336,5799,191
32028,336,5801,14
32029,336,5801,26
32030,336,5801,61
32031,336,5801,87
32032,336,5801,229
32033,336,5801,234
32034,336,5801,387
32035,336,5801,821
32036,336,5801,1445
32042,336,5803,13
32043,336,5803,14
32044,336,5803,18
32045,336,5803,26
32046,336,5803,88
32047,336,5803,90
32048,336,5803,130
32049,336,5803,234
32050,336,5803,801
32051,336,5803,826
32052,336,5803,1445
32055,336,5803,2892
32056,336,5804,14
32057,336,5804,26
32058,336,5804,33
32059,336,5804,87
32060,336,5804,88
32061,336,5804,191
32062,336,5804,213
32063,336,5804,285
32064,336,5804,364
32065,336,5804,821
32066,336,5804,836
32067,336,5804,1017
32072,336,5806,229
32076,336,5926,213
32077,336,5926,508
32080,336,6949,13
32081,336,6949,15
32082,336,6949,18
32083,336,6949,187
32084,336,6980,13
32085,336,6980,14
32086,336,6980,15
32087,336,6980,18
32088,336,7021,14
32089,336,7021,26
32090,336,7021,88
32091,336,7021,826
32092,336,7029,13
32093,336,7029,14
32094,336,7029,15
32095,336,7029,18
32096,336,7029,88
32097,336,7029,90
32098,336,7029,564
32101,336,7029,2892
32102,336,7152,14
32104,336,7895,14
32105,336,7895,26
32106,336,7895,56
32107,336,7895,87
32108,336,7895,213
32109,336,7895,234
32110,336,7895,839
32111,336,7895,1445
32112,336,8026,26
32113,336,8026,229
32114,336,8910,73
32115,336,8910,79
32116,336,8910,81
32120,336,9974,88
32121,336,11905,87
32122,336,11905,233
32123,336,11905,1017
32124,336,11905,2887
32125,336,12547,130
32126,336,12547,213
32127,336,12547,238
32130,336,13399,14
32131,336,13399,26
32132,336,13399,33
32133,336,13399,88
32134,336,13399,213
32135,336,13399,229
32136,336,13399,285
32143,336,14869,14
32144,336,14869,26
32145,336,14869,33
32146,336,14869,87
32147,336,14869,191
32148,336,14869,213
32149,336,14869,285
32150,336,14869,821
32160,337,1524,1
32161,337,1524,91
32162,337,1524,122
32163,337,1524,308
32166,337,1524,386
32167,337,1524,617
32168,337,1524,1278
32169,337,1524,2495
32170,337,1524,2548
32213,338,2973,1
32214,338,2973,72
32217,338,5160,209
32219,339,289,24
32220,339,289,636
32221,339,302,109
32222,339,5746,2938
32223,340,55,18
32224,340,55,24
32225,340,55,39
32226,340,55,130
32227,340,67,24
32228,340,67,39
32229,340,67,130
32230,340,89,18
32231,340,89,24
32232,340,89,39
32233,340,89,130
32234,340,163,73
32235,340,163,387
32236,340,174,18
32237,340,174,564
32238,340,227,24
32239,340,227,73
32240,340,227,192
32241,340,234,73
32242,340,234,79
32243,340,234,170
32244,340,250,311
32246,340,289,24
32247,340,289,130
32248,340,291,24
32249,340,291,109
32250,340,291,130
32251,340,292,24
32252,340,292,130
32253,340,293,24
32254,340,293,73
32255,340,293,130
32256,340,295,24
32257,340,295,130
32258,340,300,24
32259,340,300,73
32260,340,300,109
32261,340,300,130
32262,340,302,24
32263,340,302,73
32264,340,302,109
32265,340,302,130
32266,340,320,24
32267,340,320,130
32268,340,333,24
32269,340,333,73
32270,340,333,109
32271,340,333,130
32272,340,349,24
32273,340,349,39
32274,340,518,89
32275,340,525,24
32276,340,525,39
32277,340,525,73
32278,340,525,79
32279,340,525,130
32280,340,614,73
32281,340,614,170
32282,340,701,24
32283,340,701,73
32284,340,701,130
32285,340,701,308
32286,340,868,73
32287,340,868,75
32288,340,868,88
32289,340,889,16
32290,340,889,24
32291,340,889,73
32292,340,889,130
32293,340,903,130
32294,340,1249,72
32295,340,1249,73
32296,340,1249,192
32297,340,1377,73
32298,340,1377,79
32299,340,1377,81
32300,340,1412,72
32301,340,1412,73
32302,340,1412,387
32304,340,1580,24
32305,340,1580,130
32306,340,1580,238
32307,340,1604,24
32308,340,1604,130
32309,340,1935,24
32310,340,1935,130
32313,340,3464,73
32314,340,3739,73
32315,340,3739,170
32316,340,3795,83
32317,340,3795,130
32322,340,4572,73
32325,340,5844,73
32326,340,5844,75
32327,340,5844,88
32328,340,5844,192
32333,340,5848,311
32355,342,157,85
32356,342,163,75
32357,342,173,79
32358,342,173,389
32359,342,599,80
32360,342,599,192
32361,342,1117,527
32362,342,2346,192
32364,343,234,170
32365,343,707,91
32368,343,917,415
32376,345,7324,203
32377,345,7324,210
32378,345,7324,1447
32381,346,207,84
32382,346,207,195
32384,346,300,84
32385,346,377,73
32386,346,424,81
32387,346,424,84
32388,346,542,78
32390,346,1160,247
32391,347,377,78
32393,347,488,78
32395,347,517,1
32396,347,517,177
32398,347,978,1
32399,347,978,2
32400,347,978,177
32402,347,1360,617
32403,347,2956,177
32413,348,908,24
32414,348,908,2349
32416,348,1684,508
32420,349,328,18
32421,349,328,39
32422,349,328,105
32423,349,328,570
32424,349,526,18
32425,349,632,14
32426,349,632,87
32427,349,632,191
32428,349,644,18
32429,349,644,39
32430,349,644,90
32431,349,757,18
32432,349,757,309
32433,349,757,855
32434,349,757,1208
32435,349,839,5
32436,349,839,378
32437,349,839,741
32438,349,1035,178
32439,349,1035,1249
32441,349,1041,180
32442,349,1041,432
32456,349,3200,18
32457,349,3200,79
32458,349,3200,81
32459,349,3200,432
32460,349,3247,73
32464,349,3721,376
32465,349,3721,1006
32469,349,4100,180
32470,349,4100,376
32471,349,4387,18
32472,349,4387,195
32481,349,5075,33
32482,349,5075,378
32483,349,5075,741
32484,349,5075,1006
32487,349,5932,13
32488,349,5932,14
32489,349,5932,15
32490,349,5932,18
32491,349,5932,21
32492,349,5932,33
32493,349,5932,88
32494,349,5966,33
32495,349,5966,73
32496,349,5966,79
32497,349,5966,81
32509,350,2548,24
32510,350,2548,39
32511,350,2548,105
32512,350,2548,130
32513,350,2548,202
32514,350,2548,208
32515,350,2548,847
32516,350,2548,1735
32518,351,300,109
32519,351,325,109
32520,351,1034,14
32521,351,1034,18
32522,351,1034,24
32523,351,1034,73
32524,351,1034,74
32525,351,1034,78
32526,351,1034,79
32527,351,1034,109
32528,351,1034,179
32529,351,1034,213
32530,351,1034,499
32531,351,1034,508
32534,351,1034,1478
32536,351,1034,1797
32544,351,1458,109
32545,351,1609,79
32548,351,2981,79
32549,351,2981,134
32557,352,89,17
32558,352,89,18
32559,352,89,39
32560,352,89,73
32561,352,89,199
32562,352,89,232
32563,352,89,509
32564,352,89,658
32565,352,89,1727
32567,352,89,2726
32571,352,288,24
32572,352,307,1880
32573,352,349,24
32574,352,349,39
32575,352,349,167
32577,352,471,18
32578,352,471,79
32579,352,471,181
32580,352,471,200
32581,352,471,238
32582,352,471,346
32583,352,471,642
32584,352,471,724
32591,352,471,3008
32595,352,680,109
32596,352,680,130
32597,352,680,285
32598,352,680,296
32599,352,680,349
32600,352,680,360
32626,354,299,508
32634,354,308,24
32635,354,308,102
32637,354,344,130
32638,354,344,134
32641,354,377,2511
32643,354,543,238
32646,355,171,79
32647,355,488,78
32648,355,503,1
32649,355,679,493
32650,355,1109,545
32651,355,1511,81
32652,355,1852,79
32653,355,1854,78
32654,355,1858,180
32656,355,6006,78
32657,355,6231,81
32666,356,6012,178
32667,356,6012,186
32668,356,6012,750
32669,356,6012,1079
32682,357,51,16
32683,357,51,17
32684,357,51,25
32685,357,52,13
32686,357,52,15
32687,357,52,21
32688,357,55,24
32689,357,55,39
32690,357,55,360
32691,357,58,21
32692,357,58,187
32693,357,59,16
32694,357,59,25
32695,357,59,79
32696,357,59,275
32697,357,64,13
32698,357,64,14
32699,357,64,18
32700,357,64,187
32701,357,67,18
32702,357,67,24
32703,357,67,25
32704,357,69,13
32705,357,69,79
32706,357,69,83
32707,357,69,625
32708,357,70,13
32709,357,70,14
32710,357,70,18
32711,357,70,79
32712,357,70,187
32713,357,72,16
32714,357,72,25
32715,357,81,13
32716,357,81,18
32717,357,81,21
32718,357,84,18
32719,357,84,74
32720,357,84,81
32721,357,84,187
32722,357,84,360
32723,357,99,16
32724,357,99,24
32725,357,99,25
32726,357,99,73
32727,357,99,360
32728,357,154,33
32729,357,154,79
32730,357,154,81
32731,357,159,16
32732,357,159,25
32733,357,159,79
32734,357,159,179
32735,357,159,275
32736,357,180,24
32737,357,180,25
32738,357,187,16
32739,357,187,17
32740,357,187,24
32741,357,187,25
32742,357,206,33
32743,357,206,79
32744,357,206,81
32745,357,206,102
32746,357,217,79
32747,357,217,81
32748,357,225,79
32749,357,225,81
32750,357,225,275
32751,357,229,79
32752,357,229,81
32753,357,233,18
32754,357,233,79
32755,357,234,73
32756,357,234,79
32757,357,237,18
32758,357,237,33
32759,357,237,79
32760,357,237,81
32761,357,420,79
32762,357,420,81
32763,357,420,187
32764,357,420,275
32765,357,423,79
32766,357,423,81
32767,357,423,292
32768,357,429,16
32769,357,429,25
32770,357,429,79
32771,357,429,81
32772,357,429,275
32773,357,432,81
32774,357,441,16
32775,357,441,79
32776,357,441,275
32777,357,444,14
32778,357,444,33
32779,357,444,87
32780,357,450,16
32781,357,450,79
32782,357,450,81
32783,357,450,84
32784,357,450,275
32785,357,517,73
32786,357,517,79
32787,357,548,18
32788,357,548,74
32789,357,548,81
32790,357,548,296
32791,357,572,83
32792,357,572,625
32793,357,599,25
32794,357,599,73
32795,357,599,79
32796,357,599,192
32797,357,603,14
32798,357,603,33
32799,357,603,47
32800,357,603,187
32801,357,604,81
32802,357,604,185
32803,357,606,185
32804,357,612,16
32805,357,612,25
32806,357,612,79
32807,357,612,275
32808,357,697,13
32809,357,697,15
32810,357,697,21
32811,357,697,81
32812,357,703,18
32813,357,703,34
32814,357,703,275
32815,357,718,192
32816,357,718,292
32817,357,734,25
32818,357,734,192
32819,357,734,292
32820,357,735,73
32821,357,735,192
32822,357,748,13
32823,357,748,14
32824,357,748,18
32825,357,748,47
32826,357,748,187
32827,357,757,18
32828,357,772,14
32829,357,772,44
32830,357,772,47
32831,357,772,187
32832,357,857,181
32833,357,857,182
32834,357,857,192
32835,357,858,79
32836,357,858,81
32837,357,863,73
32838,357,863,79
32839,357,863,88
32840,357,863,192
32841,357,863,394
32842,357,868,73
32843,357,868,88
32844,357,868,192
32845,357,874,16
32846,357,874,25
32847,357,874,73
32848,357,874,192
32849,357,875,16
32850,357,875,179
32851,357,875,275
32852,357,875,1478
32853,357,889,16
32854,357,889,24
32855,357,889,25
32856,357,889,73
32857,357,896,81
32858,357,962,24
32859,357,962,73
32860,357,962,79
32861,357,969,16
32862,357,969,33
32863,357,969,79
32864,357,969,187
32865,357,985,16
32866,357,998,16
32867,357,998,17
32868,357,998,25
32869,357,998,74
32870,357,1017,16
32871,357,1017,18
32872,357,1017,25
32873,357,1017,79
32874,357,1017,275
32875,357,1048,79
32876,357,1048,81
32877,357,1048,84
32878,357,1062,18
32879,357,1062,74
32880,357,1062,187
32881,357,1065,18
32882,357,1065,74
32883,357,1073,18
32884,357,1073,74
32885,357,1073,187
32886,357,1079,16
32887,357,1079,25
32888,357,1079,73
32889,357,1079,181
32890,357,1079,192
32891,357,1083,16
32892,357,1083,25
32893,357,1083,179
32894,357,1083,275
32895,357,1083,1478
32896,357,1090,79
32897,357,1090,81
32898,357,1090,84
32899,357,1090,187
32900,357,1098,33
32901,357,1098,79
32902,357,1099,39
32903,357,1099,187
32904,357,1099,570
32907,357,1103,73
32908,357,1103,181
32909,357,1103,182
32910,357,1103,192
32911,357,1103,394
32912,357,1106,18
32913,357,1106,79
32914,357,1106,81
32915,357,1109,191
32916,357,1122,16
32917,357,1122,24
32918,357,1122,25
32919,357,1122,73
32920,357,1122,192
32921,357,1151,16
32922,357,1151,74
32923,357,1151,79
32924,357,1151,81
32925,357,1151,275
32926,357,1155,18
32927,357,1155,81
32928,357,1155,187
32929,357,1244,73
32930,357,1244,192
32931,357,1249,25
32932,357,1249,73
32933,357,1249,192
32934,357,1375,79
32935,357,1375,81
32936,357,1376,16
32937,357,1376,275
32938,357,1379,16
32939,357,1379,18
32940,357,1379,74
32941,357,1394,18
32942,357,1394,187
32943,357,1394,570
32944,357,1400,79
32945,357,1400,81
32946,357,1400,88
32947,357,1504,33
32948,357,1504,67
32949,357,1504,79
32950,357,1504,81
32951,357,1504,275
32952,357,1505,24
32953,357,1505,360
32954,357,1517,81
32955,357,1517,84
32956,357,1609,18
32957,357,1609,296
32958,357,1745,14
32959,357,1745,33
32960,357,1745,47
32961,357,1745,187
32962,357,1752,34
32963,357,1752,187
32964,357,1752,570
32965,357,1787,15
32966,357,1787,18
32967,357,1787,21
32968,357,1787,79
32969,357,1787,187
32970,357,1814,181
32971,357,1814,182
32972,357,1878,16
32973,357,1878,25
32974,357,1878,73
32975,357,1878,79
32976,357,1878,275
32977,357,1883,16
32978,357,1883,24
32979,357,1883,25
32980,357,1883,73
32981,357,1883,192
32982,357,1890,16
32983,357,1890,17
32984,357,1890,24
32985,357,1890,73
32986,357,1943,15
32987,357,1943,18
32988,357,1943,33
32989,357,1943,102
32990,357,1943,758
32991,357,1945,18
32992,357,1945,33
32993,357,1945,47
32994,357,1945,187
32995,357,1946,83
32996,357,1946,102
32997,357,1946,103
32998,357,1950,102
32999,357,1950,103
33000,357,1950,2246
33004,357,1965,18
33005,357,1965,33
33006,357,1965,47
33007,357,1965,187
33008,357,1965,191
33009,357,1990,14
33010,357,1990,18
33011,357,2029,16
33012,357,2029,24
33013,357,2029,25
33014,357,2134,16
33015,357,2134,18
33016,357,2134,79
33017,357,2134,81
33018,357,2137,18
33019,357,2137,79
33020,357,2137,81
33021,357,2139,81
33022,357,2139,296
33023,357,2139,393
33024,357,2139,935
33025,357,2149,34
33026,357,2149,187
33027,357,2158,18
33028,357,2158,34
33029,357,2158,44
33030,357,2158,47
33031,357,2226,102
33032,357,2226,103
33033,357,2480,18
33034,357,2480,33
33035,357,2480,67
33036,357,2480,181
33037,357,2480,275
33038,357,2582,81
33039,357,2582,84
33040,357,2602,16
33041,357,2602,18
33042,357,2602,79
33043,357,2602,81
33044,357,2672,18
33045,357,2672,33
33046,357,2672,47
33047,357,2672,187
33051,357,2691,13
33052,357,2691,14
33053,357,2691,33
33054,357,2691,47
33058,357,2938,16
33059,357,2938,25
33060,357,2938,79
33061,357,2938,275
33062,357,3026,18
33063,357,3026,81
33064,357,3026,187
33065,357,3026,296
33066,357,3053,16
33067,357,3053,79
33068,357,3053,275
33069,357,3279,73
33070,357,3279,79
33071,357,3279,81
33072,357,3279,275
33073,357,3279,391
33074,357,3303,24
33075,357,3303,625
33078,357,3411,18
33079,357,3411,81
33080,357,3411,87
33081,357,3411,187
33082,357,3411,391
33083,357,3466,24
33084,357,3466,79
33085,357,3502,18
33086,357,3502,39
33087,357,3502,187
33088,357,3686,18
33089,357,3686,33
33090,357,3686,81
33091,357,3686,187
33092,357,3687,15
33093,357,3687,18
33094,357,3687,33
33095,357,3687,70
33096,357,3687,625
33097,357,3694,33
33098,357,3694,67
33099,357,3694,81
33100,357,3694,275
33101,357,3695,18
33102,357,3695,70
33103,357,3695,88
33104,357,3695,1846
33110,357,3702,14
33111,357,3702,18
33112,357,3702,935
33113,357,3730,39
33114,357,3730,81
33115,357,3797,81
33116,357,3797,84
33117,357,4153,13
33118,357,4153,15
33119,357,4153,21
33120,357,4153,187
33124,357,4734,18
33125,357,4734,34
33126,357,4734,187
33127,357,4734,570
33128,357,4735,81
33129,357,4735,187
33130,357,4997,33
33131,357,4997,79
33132,357,4997,81
33133,357,4997,185
33134,357,4997,187
33143,357,5192,13
33144,357,5192,14
33145,357,5192,15
33146,357,5192,18
33147,357,5192,187
33150,357,5547,24
33151,357,5547,81
33152,357,5547,296
33153,357,5785,16
33154,357,5785,79
33155,357,5785,181
33166,357,5913,16
33167,357,5913,25
33168,357,5913,79
33169,357,5913,275
33170,357,5913,393
33176,357,5926,81
33179,357,6032,18
33180,357,6032,33
33181,357,6032,67
33182,357,6032,275
33201,357,6177,13
33202,357,6177,14
33203,357,6177,18
33204,357,6177,187
33208,357,6950,88
33209,357,6950,192
33210,357,7075,18
33211,357,7075,187
33212,357,7079,18
33213,357,7079,44
33214,357,7079,47
33215,357,7079,570
33221,357,7324,16
33222,357,7324,17
33223,357,7324,18
33224,357,7324,74
33225,357,7324,187
33226,357,7343,16
33227,357,7343,18
33228,357,7343,25
33229,357,7343,74
33230,357,7343,275
33231,357,7665,18
33232,357,7665,88
33233,357,7665,187
33234,357,7665,935
33235,357,7665,1846
33236,357,7694,34
33237,357,7694,570
33238,357,7694,1469
33244,357,8026,18
33245,357,8026,33
33246,357,8026,67
33247,357,8026,87
33248,357,8510,18
33249,357,8510,47
33250,357,8510,570
33251,357,8678,18
33252,357,8678,74
33253,357,8678,88
33254,357,8678,935
33255,357,8678,1846
33285,357,10391,18
33286,357,10391,21
33287,357,10391,47
33288,357,10391,393
33289,357,10391,1846
33290,357,10518,34
33291,357,10518,187
33292,357,10518,570
33296,357,10616,14
33297,357,10616,33
33298,357,10616,87
33299,357,10616,187
33315,357,14225,102
33316,357,14225,181
33319,357,14666,13
33320,357,14666,18
33321,357,14666,935
33322,357,14666,1846
33328,357,14744,34
33329,357,14744,570
33330,357,14744,1469
33347,357,15752,24
33348,357,15752,81
33352,357,16053,34
33353,357,16053,187
33354,357,16053,570
33355,357,16053,1469
33370,358,88,18
33371,358,88,73
33372,358,88,102
33373,358,88,309
33374,358,162,87
33375,358,163,387
33376,358,366,185
33377,358,565,829
33378,358,603,14
33379,358,868,73
33381,358,1167,292
33382,358,1418,87
33383,358,1770,545
33384,358,1835,83
33385,358,1943,102
33388,358,2136,3048
33389,358,2605,13
33390,358,2605,15
33391,358,2605,21
33400,358,6046,21
33401,358,6046,102
33408,358,8054,81
33409,358,8054,296
33411,358,13397,191
33412,358,14860,14
33413,358,14860,33
33414,358,14860,87
33415,358,14860,191
33416,358,14860,821
33417,359,51,16
33419,359,187,16
33422,359,877,16
33423,359,985,16
33424,359,985,181
33426,359,998,16
33427,359,998,213
33430,359,1015,16
33431,359,1814,181
33433,359,1882,16
33436,359,1883,16
33437,359,1886,16
33446,359,6064,16
33448,360,6076,90
33449,360,6076,105
33450,360,6076,424
33453,360,6076,1447
33454,360,6076,1722
33473,361,257,230
33474,361,257,238
33475,361,257,508
33476,361,257,936
33480,361,288,230
33483,361,289,238
33485,361,292,238
33486,361,294,230
33490,361,333,508
33491,361,349,508
33497,362,65,81
33498,362,324,169
33499,362,421,78
33500,362,421,265
33506,363,2956,78
33507,363,6127,169
33509,364,52,13
33510,364,52,15
33511,364,52,21
33512,364,57,15
33513,364,57,21
33514,364,59,16
33515,364,59,18
33516,364,59,25
33517,364,59,195
33518,364,59,275
33519,364,61,25
33520,364,81,21
33521,364,96,192
33522,364,96,195
33523,364,96,735
33524,364,96,829
33525,364,137,21
33526,364,137,1995
33527,364,159,16
33528,364,159,25
33529,364,159,275
33530,364,162,87
33531,364,173,352
33532,364,190,195
33533,364,197,829
33534,364,204,185
33535,364,205,292
33536,364,205,824
33537,364,211,292
33538,364,212,192
33539,364,212,247
33540,364,212,292
33541,364,212,829
33542,364,214,292
33543,364,219,292
33544,364,227,192
33545,364,227,195
33546,364,227,247
33549,364,238,13
33550,364,238,21
33551,364,238,195
33552,364,245,311
33553,364,245,735
33554,364,380,292
33555,364,416,275
33556,364,418,87
33557,364,418,1995
33558,364,421,265
33559,364,429,16
33560,364,429,25
33561,364,429,275
33562,364,433,87
33563,364,433,611
33564,364,438,432
33565,364,438,693
33566,364,439,432
33567,364,440,292
33568,364,441,16
33569,364,441,25
33570,364,441,195
33571,364,441,275
33572,364,441,735
33573,364,444,14
33574,364,444,1995
33577,364,511,25
33578,364,511,192
33579,364,511,352
33580,364,533,352
33581,364,554,192
33582,364,554,247
33583,364,562,192
33584,364,562,195
33585,364,562,247
33586,364,562,735
33587,364,576,25
33588,364,576,247
33589,364,576,625
33590,364,576,735
33591,364,599,25
33592,364,599,192
33593,364,599,195
33594,364,599,735
33595,364,602,292
33596,364,603,14
33597,364,604,824
33598,364,608,87
33599,364,609,292
33600,364,610,83
33601,364,611,87
33602,364,612,16
33603,364,612,25
33604,364,612,275
33605,364,612,735
33606,364,613,83
33607,364,613,247
33608,364,613,2534
33609,364,615,292
33610,364,620,195
33611,364,620,352
33612,364,622,292
33613,364,624,292
33614,364,624,935
33615,364,625,83
33616,364,630,192
33617,364,630,292
33618,364,630,611
33619,364,630,735
33620,364,683,292
33621,364,715,25
33622,364,715,192
33623,364,715,352
33624,364,718,193
33625,364,718,292
33626,364,718,2118
33627,364,728,192
33628,364,728,735
33629,364,728,829
33630,364,734,25
33631,364,734,192
33632,364,734,352
33633,364,734,735
33634,364,735,192
33635,364,735,247
33636,364,735,735
33637,364,748,14
33638,364,751,59
33639,364,751,87
33640,364,755,87
33641,364,859,25
33642,364,859,275
33643,364,859,352
33644,364,863,88
33645,364,863,192
33646,364,863,247
33647,364,863,735
33648,364,998,16
33649,364,998,25
33650,364,998,195
33651,364,1098,18
33652,364,1098,21
33653,364,1098,33
33654,364,1098,352
33655,364,1098,1995
33656,364,1103,25
33657,364,1103,181
33658,364,1103,192
33659,364,1103,352
33660,364,1103,735
33661,364,1110,25
33662,364,1110,192
33663,364,1110,611
33664,364,1110,735
33665,364,1134,537
33666,364,1150,292
33667,364,1150,829
33668,364,1164,935
33669,364,1176,33
33670,364,1213,195
33671,364,1213,352
33672,364,1213,391
33673,364,1213,393
33674,364,1220,193
33675,364,1220,247
33676,364,1239,352
33677,364,1242,247
33678,364,1412,192
33679,364,1412,735
33680,364,1414,25
33681,364,1414,192
33682,364,1414,195
33683,364,1414,247
33684,364,1414,735
33685,364,1422,88
33686,364,1422,247
33687,364,1469,192
33688,364,1469,247
33689,364,1504,275
33690,364,1609,393
33691,364,1609,601
33692,364,1633,292
33693,364,1639,88
33694,364,1639,192
33695,364,1639,247
33696,364,1639,829
33697,364,1703,25
33698,364,1709,14
33699,364,1709,18
33700,364,1709,195
33701,364,1709,735
33706,364,1728,87
33707,364,1730,185
33708,364,1730,824
33709,364,1737,87
33710,364,1755,247
33711,364,1755,432
33712,364,1755,693
33713,364,1764,432
33714,364,1772,83
33715,364,1772,526
33716,364,1772,625
33717,364,1772,824
33718,364,1772,829
33719,364,1779,432
33720,364,1783,83
33721,364,1783,601
33722,364,1824,15
33723,364,1835,13
33724,364,1835,15
33725,364,1835,21
33726,364,1835,83
33727,364,1941,625
33729,364,1947,67
33730,364,1947,352
33731,364,1947,935
33732,364,1949,292
33733,364,1954,33
33734,364,1954,88
33735,364,1954,292
33736,364,1965,14
33737,364,1965,15
33738,364,2127,192
33739,364,2127,247
33740,364,2265,247
33741,364,2265,292
33744,364,2285,87
33745,364,2285,391
33746,364,2285,824
33747,364,2285,935
33750,364,2346,25
33751,364,2346,192
33753,364,2415,352
33754,364,2415,935
33757,364,2441,292
33758,364,2441,299
33759,364,2442,193
33760,364,2442,352
33761,364,2460,83
33762,364,2460,432
33763,364,2460,693
33764,364,2460,1627
33765,364,2463,25
33766,364,2463,735
33767,364,2475,88
33768,364,2475,247
33769,364,2475,829
33770,364,2490,25
33771,364,2490,181
33772,364,2490,195
33773,364,2490,265
33774,364,2490,311
33777,364,2531,25
33778,364,2531,195
33779,364,2538,391
33780,364,2538,393
33781,364,2542,391
33782,364,2572,1017
33783,364,2606,352
33784,364,2616,1627
33785,364,2624,32
33786,364,2624,33
33787,364,2624,83
33788,364,2632,292
33789,364,2632,611
33790,364,2633,16
33791,364,2633,25
33792,364,2633,195
33793,364,2633,735
33794,364,2641,2064
33795,364,2771,1017
33797,364,2842,25
33798,364,2842,735
33799,364,2842,829
33800,364,2893,192
33801,364,2893,292
33802,364,2893,735
33803,364,2893,829
33804,364,2899,192
33805,364,2899,195
33806,364,2899,247
33807,364,2902,1356
33815,364,3205,432
33816,364,3205,935
33817,364,3259,87
33818,364,3259,391
33819,364,3260,88
33820,364,3260,292
33821,364,3260,935
33822,364,3260,2609
33823,364,3279,25
33824,364,3279,275
33825,364,3279,352
33826,364,3279,391
33827,364,3280,391
33828,364,3298,25
33830,364,3411,87
33831,364,3411,391
33832,364,3505,32
33833,364,3505,33
33834,364,3505,83
33835,364,3505,2534
33836,364,3617,185
33837,364,3617,292
33838,364,3617,824
33839,364,3686,18
33840,364,3686,33
33841,364,3686,611
