,user_id,artist_id,listen_count
17076,367,2131,428
17077,367,2343,388
17078,367,3053,476
17079,367,3078,146
17080,367,3082,184
17082,367,3373,251
17083,367,3398,1068
17084,367,4189,450
17085,367,6191,1489
17087,367,6193,598
17095,367,6201,198
17096,368,170,1514
17097,368,197,464
17098,368,416,545
17099,368,418,352
17100,368,423,600
17101,368,454,349
17102,368,858,224
17103,368,863,274
17104,368,867,249
17105,368,1075,295
17106,368,1089,700
17108,368,1633,529
17109,368,1707,651
17110,368,1747,1254
17111,368,1833,278
17112,368,1837,3022
17113,368,2139,1381
17114,368,2538,246
17116,368,3280,598
17117,368,3411,253
17118,368,3690,426
17119,368,3884,430
17120,368,3890,227
17122,368,4384,592
17124,368,5414,843
17125,368,5890,228
17127,368,6203,2877
17128,368,6204,2042
17141,368,6217,273
17146,369,89,411
17147,369,159,668
17148,369,173,614
17149,369,195,831
17150,369,199,594
17151,369,207,200
17152,369,210,1457
17153,369,217,1524
17154,369,225,1439
17155,369,229,857
17156,369,424,1331
17157,369,426,1107
17158,369,429,965
17159,369,450,296
17160,369,540,171
17161,369,615,329
17162,369,618,797
17163,369,689,169
17164,369,961,523
17165,369,1048,339
17166,369,1090,227
17167,369,1097,421
17168,369,1231,272
17169,369,1375,475
17171,369,2139,318
17172,369,2407,189
17173,369,2531,393
17174,369,2580,369
17175,369,2600,289
17177,369,2815,495
17178,369,3057,287
17179,369,3258,209
17181,369,4118,826
17182,369,4262,262
17183,369,4385,246
17184,369,4810,282
17185,369,5439,206
17187,369,6222,566
17188,369,6223,285
17190,369,6225,227
17191,369,6226,217
17192,369,6227,202
17196,370,58,740
17197,370,65,691
17198,370,77,1357
17199,370,89,734
17200,370,154,1050
17201,370,167,1338
17202,370,171,662
17203,370,172,731
17204,370,173,1547
17205,370,192,1161
17206,370,195,976
17207,370,215,681
17208,370,221,1007
17209,370,226,678
17210,370,328,740
17211,370,359,778
17212,370,360,796
17213,370,425,1054
17214,370,486,750
17215,370,504,758
17216,370,511,743
17217,370,533,884
17218,370,538,876
17219,370,599,1015
17220,370,615,845
17221,370,856,685
17222,370,898,850
17223,370,1062,777
17224,370,1094,2076
17225,370,1097,882
17226,370,1116,770
17227,370,1243,712
17228,370,1244,1019
17229,370,1375,883
17230,370,1383,878
17231,370,1464,924
17232,370,1854,905
17233,370,2524,1430
17234,370,2600,847
17235,370,2614,817
17236,370,3411,981
17237,370,3466,1035
17238,370,3948,1305
17239,370,4103,960
17240,370,4257,1024
17241,370,4620,675
17243,370,6231,977
17244,370,6232,940
17246,371,39,647
17247,371,72,5997
17248,371,75,207
17249,371,153,1244
17250,371,159,94
17251,371,250,165
17252,371,504,543
17253,371,758,118
17255,371,855,96
17256,371,959,139
17257,371,992,88
17258,371,1072,87
17259,371,1104,253
17260,371,1249,253
17261,371,1366,186
17262,371,1707,409
17263,371,1713,343
17264,371,1788,312
17267,371,2154,532
17268,371,2383,1550
17270,371,2785,177
17271,371,2787,386
17273,371,3053,214
17274,371,3827,116
17275,371,3833,100
17278,371,3988,92
17279,371,3992,88
17280,371,4173,94
17282,371,5254,289
17294,371,6245,94
17296,372,7,95
17297,372,89,101
17298,372,175,143
17299,372,222,90
17300,372,245,117
17301,372,377,236
17302,372,403,204
17303,372,407,196
17304,372,487,119
17305,372,488,70
17306,372,490,674
17307,372,493,206
17308,372,498,89
17309,372,503,112
17310,372,517,71
17311,372,519,230
17312,372,538,105
17313,372,727,67
17314,372,966,668
17315,372,978,551
17316,372,1062,55
17317,372,1104,63
17318,372,1378,111
17319,372,1854,587
17320,372,1873,57
17321,372,1874,98
17323,372,2014,1030
17324,372,2096,64
17325,372,2661,85
17326,372,2794,1220
17327,372,2843,55
17328,372,2851,366
17329,372,2956,171
17330,372,3197,181
17331,372,3563,1040
17332,372,3758,239
17333,372,3946,75
17334,372,4136,71
17336,372,5217,130
17337,372,6247,354
17339,372,6249,126
17346,374,51,71
17347,374,85,1
17348,374,2562,10
17350,375,58,33
17351,375,67,77
17352,375,71,92
17353,375,89,90
17354,375,97,48
17355,375,167,53
17356,375,229,136
17357,375,288,144
17358,375,289,364
17359,375,291,175
17360,375,292,371
17361,375,295,243
17362,375,300,199
17363,375,302,74
17364,375,306,32
17365,375,316,44
17366,375,318,32
17367,375,325,64
17368,375,329,38
17369,375,340,109
17370,375,344,95
17371,375,352,77
17372,375,528,32
17373,375,534,59
17374,375,679,113
17375,375,686,64
17376,375,696,149
17377,375,704,171
17378,375,892,114
17379,375,913,35
17380,375,1037,32
17381,375,1379,60
17382,375,1447,101
17383,375,1459,76
17384,375,1556,62
17385,375,1934,259
17386,375,2020,33
17387,375,2083,33
17388,375,2089,67
17389,375,2092,40
17390,375,2176,50
17391,375,2454,54
17392,375,2521,70
17393,375,2607,45
17394,375,2938,43
17395,375,4037,91
17396,375,4707,43
17397,375,5460,67
17398,375,5534,40
17400,376,163,8197
17402,376,234,208
17403,376,707,4547
17404,376,841,1854
17405,376,917,29001
17406,376,922,1812
17407,376,959,163
17408,376,1257,74
17409,376,1261,23
17410,376,1274,404
17411,376,1343,146
17413,376,1358,970
17414,376,1369,117
17415,376,1425,2026
17417,376,1639,25
17421,376,2744,427
17422,376,3470,570
17425,376,5503,31
17445,376,6282,19
17450,377,15,949
17451,377,25,3205
17452,377,181,1939
17453,377,188,8181
17454,377,190,4574
17455,377,226,1983
17456,377,228,1712
17457,377,503,5065
17458,377,812,3070
17460,377,824,1968
17461,377,841,1788
17462,377,917,36052
17463,377,918,947
17464,377,920,1588
17465,377,923,1581
17466,377,936,5170
17467,377,942,8565
17469,377,953,2060
17470,377,957,1907
17471,377,1131,1309
17473,377,1338,1641
17474,377,1339,1438
17477,377,1350,843
17479,377,1412,2289
17480,377,1527,1131
17481,377,1613,865
17482,377,1643,1235
17483,377,1672,752
17484,377,1710,1255
17485,377,1974,1103
17486,377,1976,4989
17487,377,1992,1846
17488,377,2009,872
17490,377,2498,830
17491,377,2654,1375
17492,377,3621,1318
17493,377,4387,913
17500,378,67,267
17501,378,77,151
17502,378,157,12548
17503,378,159,76
17504,378,163,339
17505,378,176,161
17506,378,180,222
17507,378,187,107
17508,378,220,155
17509,378,227,581
17510,378,230,100
17511,378,234,172
17512,378,251,79
17513,378,253,670
17514,378,285,5143
17515,378,377,73
17516,378,486,124
17517,378,533,157
17518,378,562,247
17519,378,575,166
17520,378,578,152
17521,378,601,360
17522,378,614,157
17523,378,706,813
17524,378,735,312
17525,378,951,3325
17526,378,959,458
17527,378,966,77
17528,378,982,672
17529,378,1042,233
17530,378,1122,188
17531,378,1244,403
17532,378,1249,471
17533,378,1412,114
17534,378,1414,72
17535,378,1415,141
17536,378,1427,491
17537,378,1691,86
17538,378,1825,224
17539,378,2031,79
17540,378,2182,189
17541,378,2346,1151
17542,378,2347,237
17543,378,2558,160
17544,378,3302,195
17545,378,3313,186
17546,378,4180,139
17547,378,4351,169
17548,378,6291,96
17550,380,67,4161
17551,380,89,3998
17552,380,161,600
17553,380,241,407
17554,380,257,478
17555,380,285,3089
17556,380,288,4913
17557,380,289,32135
17558,380,291,608
17559,380,292,2518
17560,380,294,888
17561,380,295,3229
17562,380,296,1572
17563,380,299,3244
17564,380,308,1335
17565,380,314,798
17566,380,317,744
17567,380,318,2511
17568,380,320,464
17569,380,323,882
17570,380,325,1186
17571,380,326,730
17572,380,332,493
17573,380,349,1755
17574,380,352,532
17575,380,456,1932
17576,380,465,3217
17577,380,466,1930
17578,380,476,780
17579,380,523,686
17580,380,525,1131
17581,380,543,623
17582,380,908,1175
17583,380,913,864
17584,380,915,636
17585,380,1052,2870
17586,380,1596,613
17587,380,1601,1704
17588,380,1602,571
17589,380,1937,580
17590,380,2094,1072
17591,380,2990,1123
17592,380,4883,2107
17593,380,6308,1592
17600,382,52,924
17601,382,276,685
17602,382,331,598
17603,382,605,1864
17604,382,619,962
17605,382,1397,539
17606,382,1610,746
17609,382,1621,546
17610,382,1622,3084
17611,382,1839,617
17614,382,1979,611
17615,382,2236,3052
17616,382,2251,550
17617,382,2404,1994
17618,382,2698,1263
17619,382,2923,716
17620,382,3227,791
17622,382,3776,586
17624,382,6052,1156
17641,382,6336,597
17650,383,56,153
17651,383,65,6494
17652,383,88,3512
17653,383,154,1383
17654,383,171,701
17655,383,172,236
17656,383,182,127
17657,383,184,128
17658,383,190,279
17659,383,191,146
17660,383,203,1158
17661,383,221,1120
17662,383,229,1356
17663,383,230,225
17664,383,237,194
17665,383,293,632
17666,383,311,143
17667,383,333,699
17668,383,362,231
17669,383,420,188
17670,383,461,440
17671,383,498,2687
17672,383,499,134
17673,383,538,695
17674,383,546,132
17675,383,680,1860
17676,383,693,701
17677,383,701,230
17678,383,757,148
17679,383,790,290
17680,383,898,215
17681,383,962,178
17682,383,972,126
17684,383,1090,168
17685,383,1239,156
17686,383,1432,923
17687,383,1433,127
17689,383,1520,192
17690,383,1632,937
17691,383,1768,156
17692,383,1772,233
17693,383,3187,187
17694,383,3205,551
17695,383,3255,238
17696,383,5147,129
17697,383,5149,389
17700,385,56,539
17701,385,65,10368
17702,385,89,7877
17703,385,173,806
17704,385,182,630
17705,385,190,1039
17706,385,191,15465
17707,385,217,513
17708,385,228,1462
17709,385,230,780
17710,385,288,683
17711,385,289,21902
17712,385,291,6678
17713,385,292,1432
17714,385,300,3301
17715,385,302,656
17716,385,304,796
17717,385,306,7751
17718,385,316,1850
17719,385,318,1180
17720,385,321,1306
17721,385,324,3065
17722,385,325,2203
17723,385,333,1665
17724,385,344,39790
17725,385,377,2342
17726,385,386,653
17727,385,461,52611
17728,385,464,1115
17729,385,466,3544
17730,385,472,7489
17731,385,486,2574
17732,385,498,23970
17733,385,518,641
17734,385,544,636
17735,385,679,922
17736,385,680,2546
17737,385,681,8547
17738,385,686,1056
17739,385,692,838
17740,385,704,1778
17741,385,907,1572
17742,385,966,1061
17743,385,1043,2801
17744,385,1246,740
17745,385,1377,1167
17746,385,1470,2012
17748,385,2498,3205
17749,385,2607,707
17750,386,56,137
17751,386,65,145
17752,386,163,347
17753,386,176,1338
17754,386,230,776
17755,386,344,124
17756,386,412,111
17757,386,504,170
17758,386,707,926
17759,386,726,204
17760,386,856,648
17761,386,899,158
17762,386,959,332
17763,386,982,323
17764,386,1351,129
17765,386,1406,408
17766,386,1686,614
17768,386,1873,111
17769,386,2346,200
17772,386,4125,162
17789,386,6362,193
17790,386,6363,186
17800,387,67,10833
17801,387,157,8329
17802,387,173,6922
17803,387,204,2740
17804,387,227,11171
17805,387,241,9943
17806,387,251,3070
17807,387,262,3640
17808,387,266,3637
17809,387,279,31594
17810,387,287,4438
17811,387,288,2985
17812,387,301,3170
17813,387,302,3156
17814,387,316,8954
17815,387,430,5393
17816,387,437,2843
17817,387,548,2876
17818,387,907,10640
17819,387,1155,2666
17820,387,1409,3075
17821,387,1595,5251
17822,387,1613,2871
17823,387,1620,4616
17824,387,2083,6733
17825,387,2220,3887
17826,387,2226,3552
17827,387,2521,12216
17828,387,4732,2582
17829,387,4883,6470
17830,387,5048,13992
17831,387,5186,4063
17832,387,5789,2562
17833,387,6373,30614
17834,387,6374,13597
17835,387,6375,12418
17836,387,6376,10085
17837,387,6377,5500
17838,387,6378,4421
17839,387,6379,3953
17840,387,6380,3635
17842,387,6382,3305
17844,387,6384,3291
17845,387,6385,3159
17847,387,6387,2745
17848,387,6388,2673
17849,387,6389,2548
17850,388,190,1891
17851,388,228,1351
17852,388,289,1662
17853,388,377,8011
17854,388,378,12882
17855,388,407,2366
17856,388,518,2345
17857,388,706,2478
17858,388,718,5867
17859,388,726,4838
17860,388,837,2805
17861,388,910,1851
17862,388,930,13860
17863,388,953,1743
17864,388,955,2679
17865,388,982,1596
17866,388,1104,1740
17867,388,1686,1768
17868,388,1705,8178
17869,388,1710,3586
17870,388,2014,1966
17872,388,2446,2485
17873,388,2746,2064
17875,388,2944,3253
17876,388,3425,2893
17877,388,3667,2579
17879,388,4543,1438
17881,388,4920,1456
17887,388,6391,5895
17900,390,55,20118
17901,390,67,4860
17902,390,89,19376
17903,390,257,4281
17904,390,288,6750
17905,390,289,7482
17906,390,292,4172
17907,390,294,491
17908,390,295,1084
17909,390,296,1002
17910,390,299,1534
17911,390,300,7014
17912,390,302,448
17913,390,306,1135
17914,390,308,469
17915,390,314,644
17916,390,317,715
17917,390,328,680
17918,390,331,520
17919,390,332,627
17920,390,333,1044
17921,390,340,395
17922,390,386,532
17924,390,455,836
17925,390,461,1242
17926,390,464,440
17927,390,466,4588
17928,390,475,1031
17929,390,523,577
17930,390,543,1547
17931,390,646,1188
17932,390,679,2140
17933,390,701,3331
17934,390,802,700
17935,390,907,887
17936,390,1032,1301
17937,390,1037,2269
17938,390,1051,681
17939,390,1243,1610
17940,390,1444,381
17941,390,1453,582
17942,390,1934,1195
17943,390,2021,1515
17944,390,2523,1673
17948,390,6429,560
17950,391,191,235
17951,391,245,258
17952,391,377,336
17953,391,460,570
17954,391,472,318
17955,391,486,506
17956,391,488,214
17957,391,493,640
17958,391,498,316
17959,391,687,199
17960,391,779,445
17961,391,816,782
17962,391,1043,332
17963,391,1180,913
17964,391,1182,643
17965,391,1186,252
17966,391,1194,285
17967,391,1670,208
17968,391,1852,241
17969,391,1854,218
17970,391,2154,285
17971,391,2435,516
17972,391,2661,457
17973,391,2940,557
17974,391,3833,223
17978,391,5310,355
18000,392,65,58
18001,392,67,48
18002,392,89,101
18003,392,154,47
18004,392,157,61
18005,392,195,50
18006,392,204,93
18007,392,227,122
18008,392,251,56
18009,392,257,70
18010,392,288,169
18011,392,289,232
18012,392,291,118
18013,392,292,208
18014,392,293,81
18015,392,302,101
18016,392,316,101
18017,392,324,118
18018,392,333,132
18019,392,342,50
18020,392,344,153
18021,392,362,63
18022,392,378,65
18023,392,403,93
18024,392,412,48
18025,392,459,53
18026,392,464,57
18027,392,498,69
18028,392,499,58
18029,392,679,278
18030,392,689,105
18031,392,706,212
18032,392,892,80
18033,392,903,72
18034,392,913,50
18035,392,961,55
18036,392,989,49
18037,392,1081,65
18038,392,1090,67
18039,392,1091,70
18040,392,1459,76
18041,392,1464,73
18042,392,1934,77
18043,392,3070,61
18045,392,6453,79
18046,392,6454,55
18050,393,56,82
18051,393,65,49
18052,393,190,534
18053,393,203,161
18054,393,206,47
18055,393,207,80
18056,393,209,244
18057,393,227,11164
18058,393,234,52
18059,393,316,84
18060,393,486,78
18061,393,492,149
18062,393,537,65
18063,393,546,46
18064,393,554,65
18065,393,562,157
18066,393,605,170
18067,393,733,514
18068,393,735,122
18069,393,959,152
18070,393,962,373
18071,393,985,55
18072,393,1081,47
18073,393,1090,112
18074,393,1100,257
18075,393,1185,196
18076,393,1197,53
18077,393,1239,91
18078,393,1242,87
18079,393,1378,75
18080,393,1414,97
18081,393,1416,239
18082,393,1464,61
18083,393,2341,49
18084,393,2343,111
18085,393,2347,204
18086,393,3065,73
18087,393,3071,128
18088,393,3470,60
18089,393,3616,156
18090,393,4089,45
18093,393,6459,119
18094,393,6460,114
18100,394,163,85
18101,394,245,49
18102,394,250,307
18104,394,1110,51
18105,394,1372,71
18106,394,1412,210
18108,394,1681,76
18109,394,1763,57
18110,394,1764,54
18111,394,1775,135
18112,394,2346,59
18113,394,2637,51
18114,394,2786,51
18124,394,5119,46
18125,394,5226,76
18134,394,6472,105
18150,395,7,142
18151,395,198,106
18152,395,220,112
18153,395,370,141
18154,395,377,119
18155,395,503,330
18156,395,517,510
18157,395,519,132
18158,395,710,97
18159,395,785,114
18160,395,815,210
18162,395,834,114
18163,395,841,1196
18164,395,843,356
18165,395,846,236
18166,395,917,146
18167,395,918,194
18168,395,954,200
18169,395,978,297
18170,395,1044,508
18171,395,1104,1761
18172,395,1131,91
18173,395,1145,244
18174,395,1274,1059
18175,395,1281,88
18176,395,1360,103
18177,395,1521,157
18178,395,1533,288
18179,395,1547,461
18180,395,1870,81
18181,395,1974,304
18182,395,2379,436
18183,395,2380,1339
18184,395,3032,127
18185,395,3050,143
18186,395,3719,251
18190,395,5105,96
18200,396,30,1331
18201,396,56,216
18202,396,67,715
18203,396,70,473
18204,396,72,2542
18205,396,81,1017
18206,396,238,690
18207,396,356,690
18208,396,722,143
18209,396,734,580
18210,396,880,1456
18211,396,1073,965
18212,396,1099,1188
18213,396,1104,681
18214,396,1394,670
18215,396,1397,310
18216,396,1711,1082
18217,396,1793,450
18218,396,1795,171
18220,396,2039,1134
18221,396,2044,1651
18222,396,2176,241
18223,396,3280,362
18224,396,4037,466
18225,396,5249,2058
18226,396,6497,1835
18227,396,6498,1767
18228,396,6499,1643
18229,396,6500,1181
18230,396,6501,1158
18231,396,6502,1143
18232,396,6503,1079
18233,396,6504,913
18234,396,6505,616
18235,396,6506,489
18236,396,6507,442
18238,396,6509,429
18245,396,6516,166
18250,397,2,56
18251,397,7,128
18252,397,9,78
18253,397,30,221
18254,397,51,60
18255,397,68,23
18256,397,72,1044
18257,397,75,84
18258,397,99,48
18259,397,153,22
18260,397,154,42
18261,397,172,314
18262,397,190,53
18263,397,234,25
18264,397,425,22
18265,397,498,41
18266,397,511,23
18267,397,522,63
18268,397,546,31
18269,397,930,41
18270,397,959,233
18271,397,972,33
18272,397,1001,32
18273,397,1014,21
18274,397,1062,56
18275,397,1104,49
18276,397,1249,50
18277,397,1253,39
18278,397,1300,67
18279,397,1713,48
18280,397,2369,27
18281,397,3110,29
18282,397,3184,54
18283,397,3186,31
18284,397,3196,43
18285,397,3289,37
18286,397,3462,36
18288,397,4137,71
18289,397,4308,41
18291,397,5237,146
18299,397,6527,29
18300,398,53,864
18301,398,56,409
18302,398,72,91
18303,398,81,118
18304,398,88,1989
18305,398,154,1080
18306,398,163,189
18307,398,199,157
18308,398,203,2466
18309,398,206,153
18310,398,207,207
18311,398,212,126
18312,398,215,210
18313,398,225,85
18314,398,226,110
18315,398,227,707
18316,398,233,141
18317,398,237,99
18318,398,238,1201
18319,398,439,428
18320,398,441,149
18321,398,453,482
18322,398,512,123
18323,398,533,253
18324,398,599,151
18325,398,603,408
18326,398,709,203
18327,398,863,148
18328,398,903,159
18329,398,982,135
18330,398,1044,83
18331,398,1089,120
18333,398,1098,523
18334,398,1107,132
18335,398,1239,119
18336,398,1394,109
18337,398,1400,98
18338,398,1414,111
18339,398,1504,227
18340,398,1620,96
18342,398,1763,99
18343,398,1768,84
18344,398,1806,122
18345,398,1977,132
18346,398,2535,294
18347,398,3156,110
18348,398,4316,140
18350,399,89,332
18351,399,209,1545
18352,399,257,833
18353,399,288,11180
18354,399,289,1517
18355,399,290,363
18356,399,291,1203
18357,399,292,9452
18358,399,294,2070
18359,399,295,742
18360,399,299,6092
18361,399,300,183
18362,399,301,218
18363,399,302,498
18364,399,310,365
18365,399,311,1052
18366,399,314,187
18367,399,318,330
18368,399,326,177
18369,399,330,180
18370,399,333,440
18371,399,342,159
18372,399,344,16375
18373,399,352,432
18374,399,405,218
18375,399,456,319
18376,399,461,174
18377,399,465,188
18378,399,466,543
18379,399,481,313
18380,399,525,201
18381,399,542,1196
18382,399,686,1022
18383,399,701,726
18384,399,915,1272
18385,399,972,304
18386,399,1037,321
18387,399,1246,321
18388,399,1428,661
18389,399,1458,1781
18390,399,1459,243
18391,399,1580,195
18392,399,1602,297
18394,399,2080,274
18395,399,2130,610
18397,399,2990,574
18398,399,3081,208
18400,400,55,45
18401,400,67,63
18402,400,89,301
18403,400,161,74
18404,400,288,427
18405,400,289,1533
18406,400,291,73
18407,400,292,152
18408,400,293,100
18409,400,295,63
18410,400,299,1004
18411,400,300,596
18412,400,302,80
18413,400,306,386
18414,400,310,62
18415,400,316,62
18416,400,318,615
18417,400,325,61
18418,400,333,669
18419,400,378,47
18420,400,461,267
18421,400,464,120
18422,400,466,12620
18423,400,475,56
18424,400,523,68
18425,400,528,162
18426,400,531,70
18427,400,544,69
18428,400,644,43
18429,400,681,69
18430,400,686,482
18431,400,701,429
18432,400,704,51
18433,400,908,83
18434,400,972,194
18435,400,1032,117
18436,400,1034,125
18437,400,1037,350
18438,400,1409,122
18439,400,1428,182
18440,400,1458,580
18443,400,3187,72
18444,400,3397,63
18445,400,4260,128
18446,400,4575,150
18447,400,6527,88
18450,401,89,157
18451,401,220,66
18452,401,230,51
18453,401,234,775
18454,401,289,90
18455,401,349,54
18456,401,412,455
18457,401,466,70
18458,401,475,68
18459,401,492,96
18460,401,497,229
18461,401,498,1112
18462,401,500,177
18463,401,536,48
18464,401,537,52
18465,401,706,106
18467,401,854,238
18468,401,932,261
18469,401,989,104
18470,401,1041,83
18471,401,1046,93
18472,401,1116,276
18473,401,1186,235
18474,401,1189,89
18475,401,1406,59
18476,401,1513,557
18478,401,1681,77
18479,401,1807,956
18480,401,2850,126
18481,401,2959,182
18483,401,3127,407
18484,401,3333,1010
18487,401,3739,75
18489,401,4828,62
18490,401,5772,71
18499,401,6539,51
18500,402,7,1697
18501,402,163,7550
18502,402,212,1723
18503,402,227,5083
18504,402,230,679
18505,402,234,2991
18506,402,511,924
18507,402,562,2409
18508,402,706,5254
18509,402,707,6761
18510,402,724,845
18511,402,732,1745
18512,402,735,1157
18513,402,841,2255
18514,402,843,1181
18515,402,846,1063
18516,402,857,1527
18517,402,868,13333
18518,402,917,2942
18519,402,918,3171
18520,402,920,976
18521,402,949,1735
18522,402,951,944
18523,402,959,10489
18524,402,982,3151
18525,402,1249,5842
18526,402,1274,783
18527,402,1281,794
18528,402,1351,1164
18529,402,1358,933
18530,402,1360,827
18531,402,1364,913
18532,402,1369,2977
18533,402,1372,926
18534,402,1412,6295
18535,402,1513,1728
18536,402,1521,1763
18537,402,1527,913
18538,402,1639,4044
18539,402,1804,829
18540,402,1810,674
18541,402,1814,975
18542,402,2343,2317
18543,402,2346,3164
18544,402,2347,1201
18545,402,2565,789
18546,402,2797,686
18549,402,6541,701
18550,403,9,106
18551,403,67,175
18552,403,89,1939
18553,403,209,102
18554,403,288,515
18555,403,289,817
18556,403,291,114
18557,403,292,167
18558,403,300,1191
18559,403,328,109
18560,403,344,896
18561,403,386,855
18562,403,458,1015
18563,403,461,986
18564,403,464,131
18565,403,466,3727
18566,403,487,101
18567,403,497,133
18568,403,498,173
18569,403,504,187
18570,403,524,744
18571,403,547,222
18572,403,680,171
18573,403,686,123
18574,403,704,131
18575,403,1035,249
18576,403,1037,541
18577,403,1066,681
18578,403,1091,1350
18579,403,1376,131
18581,403,2094,369
18582,403,3319,376
18583,403,3556,130
18584,403,3558,2201
18585,403,4262,217
18586,403,5079,4458
18587,403,5460,205
18588,403,5670,108
18589,403,6542,2405
18590,403,6543,914
18591,403,6544,476
18594,403,6547,180
18595,403,6548,168
18600,404,209,41
18601,404,230,1370
18602,404,333,40
18603,404,377,294
18604,404,383,64
18605,404,412,139
18606,404,428,162
18607,404,481,124
18608,404,536,59
18609,404,707,47
18610,404,808,37
18611,404,982,150
18612,404,1046,53
18613,404,1179,30
18614,404,1181,34
18615,404,1186,171
18618,404,1351,96
18619,404,1406,41
18620,404,1672,57
18621,404,1689,1100
18622,404,1863,72
18623,404,2343,212
18624,404,3078,78
18625,404,3373,84
18626,404,4155,67
18627,404,4156,191
18628,404,4375,55
18630,404,4821,189
18633,404,4826,121
18634,404,4833,40
18635,404,5065,31
18637,404,5310,84
18640,404,6453,43
18644,404,6556,56
18650,405,55,3759
18651,405,67,4706
18652,405,69,610
18653,405,89,4060
18654,405,257,3043
18655,405,262,1010
18656,405,279,1162
18657,405,285,11477
18658,405,288,903
18659,405,289,712
18660,405,292,1215
18661,405,295,1637
18662,405,296,276
18663,405,299,940
18664,405,300,291
18665,405,310,509
18666,405,312,397
18667,405,314,1547
18668,405,317,710
18669,405,322,1171
18670,405,325,283
18671,405,329,367
18672,405,331,576
18673,405,349,1454
18674,405,350,446
18675,405,466,489
18677,405,485,692
18678,405,525,412
18679,405,527,460
18680,405,543,576
18682,405,913,547
18683,405,1037,601
18684,405,1451,1060
18685,405,1596,313
18686,405,2083,357
18687,405,2220,846
18688,405,4566,1262
18689,405,4713,555
18690,405,4814,908
18691,405,5988,624
18695,405,6564,357
18698,405,6567,292
18700,406,152,2237
18701,406,163,764
18702,406,186,1007
18703,406,188,1305
18704,406,190,364
18705,406,227,1759
18706,406,370,1163
18707,406,506,1831
18708,406,609,474
18709,406,920,1383
18710,406,949,295
18711,406,964,851
18712,406,1110,728
18713,406,1411,1271
18714,406,1413,249
18715,406,1425,277
18716,406,1426,202
18717,406,1837,366
18718,406,1994,363
18719,406,2006,1191
18721,406,2151,444
18722,406,2475,503
18723,406,2579,321
18724,406,2624,540
18725,406,2654,324
18727,406,3264,376
18728,406,3272,582
18729,406,3405,286
18730,406,3421,400
18731,406,3481,333
18732,406,3788,856
18733,406,3940,450
18735,406,4675,450
18736,406,4787,744
18738,406,5833,470
18739,406,6569,707
18740,406,6570,569
18750,407,53,46
18751,407,59,20
18752,407,64,33
18753,407,80,36
18754,407,84,25
18755,407,199,14
18756,407,205,16
18757,407,238,21
18758,407,432,44
18759,407,532,15
18760,407,539,19
18761,407,618,30
18762,407,720,26
18763,407,863,19
18764,407,1073,31
18765,407,1155,19
18766,407,1394,18
18767,407,1398,21
18768,407,1405,25
18769,407,1633,25
18770,407,1709,14
18771,407,1826,15
18772,407,1833,14
18773,407,1983,20
18774,407,2043,18
18776,407,3158,16
18777,407,3354,14
18778,407,3673,56
18779,407,3707,20
18780,407,3993,15
18781,407,4025,26
18782,407,4027,17
18784,407,5192,17
18785,407,5414,19
18786,407,5925,25
18787,407,6045,26
18791,407,6581,23
18792,407,6582,18
18795,407,6585,16
18800,408,72,902
18801,408,77,136
18802,408,99,800
18803,408,207,244
18804,408,227,674
18805,408,228,169
18806,408,533,946
18807,408,709,295
18808,408,868,193
18809,408,969,803
18810,408,1090,119
18811,408,1379,138
18812,408,1510,216
18813,408,1512,231
18814,408,1976,182
18815,408,1977,133
18817,408,2539,507
18818,409,67,208
18819,409,89,7682
18820,409,157,119
18821,409,159,35
18822,409,167,169
18823,409,184,422
18824,409,187,11
18825,409,190,10
18826,409,227,18
18827,409,228,98
18828,409,230,47
18829,409,292,747
18830,409,295,805
18831,409,298,69
18832,409,301,10
18833,409,302,94
18834,409,331,34
18835,409,403,25
18836,409,468,86
18837,409,485,47
18838,409,486,171
18839,409,518,41
18840,409,525,126
18842,409,544,188
18843,409,547,27
18844,409,599,849
18845,409,706,25
18846,409,734,251
18847,409,913,30
18848,409,959,99
18849,409,1116,23
18850,409,1249,11
18851,409,1379,280
18852,409,1412,25
18854,409,1511,103
18855,409,1613,10
18856,409,1810,41
18857,409,2176,410
18858,409,2923,15
18859,409,3171,96
18860,409,3576,26
18862,409,4543,26
18866,409,6591,22
18868,410,333,26
18869,410,403,83
18870,410,464,40
18871,410,471,225
18872,410,501,86
18873,410,687,66
18874,410,691,326
18875,410,1035,138
18879,410,1043,189
18880,410,1183,136
18881,410,1198,26
18882,410,1201,93
18883,410,2607,38
18884,410,2653,75
18885,410,3078,133
18887,410,4385,185
18890,410,5950,205
18894,410,6594,210
18898,410,6598,164
18900,410,6600,118
18901,410,6601,114
18902,410,6602,76
18914,410,6614,30
18918,411,267,116
18919,411,278,79
18920,411,330,157
18921,411,331,82
18922,411,349,56
18923,411,377,114
18924,411,475,12128
18925,411,491,66
18926,411,527,52
18927,411,907,106
18928,411,1444,38
18929,411,1613,176
18930,411,1641,335
18931,411,1860,32
18932,411,1979,64
18933,411,2179,1025
18934,411,2226,771
18935,411,2236,98
18937,411,2247,326
18938,411,2251,66
18939,411,2252,173
18940,411,2916,186
18941,411,2919,130
18942,411,2924,309
18943,411,3227,61
18944,411,3357,86
18945,411,4585,47
18946,411,6376,112
18947,411,6377,40
18948,411,6618,1934
18949,411,6619,458
18950,411,6620,198
18951,411,6621,164
