,tagID,value,uses,popularity
1654,6810,food,8,8
1655,1850,roots,8,8
1656,8732,drug song,8,8
1657,6566,flutes,8,8
1658,6816,geography,8,8
1659,2315,30 seconds to mars,8,8
1660,4081,lovesongs,8,8
1661,502,back to the 80s,8,8
1662,7113,relaxing music,8,8
1663,12529,nigger music,8,8
1664,6529,american rock,8,8
1665,685,nickelodeon,8,8
1666,3255,dirty,8,8
1667,497,80s party,8,8
1668,3216,reminds me of friends,8,8
1669,8586,runaways,8,8
1670,970,hellish song,8,8
1671,969,po-andoneovski,8,8
1672,4259,tunes for a brother,8,8
1673,665,xtina,8,8
1674,3023,50 cent,8,8
1675,1364,bulgarian,8,8
1676,4278,curious about,8,8
1677,8589,government,8,8
1678,9769,album favourite,8,8
1679,671,why on earth is this just a bonus track,8,8
1680,6580,percussive,8,8
1681,1871,favorite country music female,8,8
1682,11522,amazigh,8,8
1683,4349,check out,8,8
1684,6487,extraordinary band names,8,8
1685,10231,old time rock n roll,8,8
1686,7104,omg this is so good,8,8
1687,2222,biggest-voices,8,8
1688,7090,fantastic lyrics,8,8
1689,1488,synth-rock,8,8
1690,7089,inspiration,8,8
1691,4723,gritos ressussitadores de mortos,8,8
1692,8859,kicking,8,8
1693,2214,powerviolence,8,8
1694,1290,sleaze,8,8
1695,834,ukrainian,8,8
1696,1482,dark metal,8,8
1697,3314,g-unit,8,8
1698,4042,hard prog,8,8
1699,3933,early reggae,8,8
1700,1481,dark pop,8,8
1701,11778,jpop favorites,8,8
1702,8513,songs,8,8
1703,9442,zombie rave,7,7
1704,9957,best bands ever,7,7
1705,3471,massive attack,7,7
1706,667,bionic,7,7
1707,1106,no wave,7,7
1708,952,neo-classical metal,7,7
1709,3332,folk pop,7,7
1710,2352,always in my mind,7,7
1711,2687,iron maiden,7,7
1712,1021,aysel gurel,7,7
1713,8590,caleb,7,7
1714,8587,rachel,7,7
1715,8592,tula,7,7
1716,8593,ya,7,7
1717,7999,motiv,7,7
1718,9441,factory records,7,7
1719,917,electronic songs,7,7
1720,9476,thalita,7,7
1721,8594,tony,7,7
1722,3080,boards of canada,7,7
1723,8595,jason,7,7
1724,9805,this light - this light,7,7
1725,3145,new jack swing,7,7
1726,8588,raven,7,7
1727,2811,backstreet boys,7,7
1728,2585,i love being a girl,7,7
1729,3261,atmospheric rock,7,7
1730,12271,life sucks,7,7
1731,8521,tribute albums,7,7
1732,9321,favorite singer,7,7
1733,2644,solo,7,7
1734,2868,britney,7,7
1735,9974,work out music,7,7
1736,8522,new discoverys,7,7
1737,8520,cult movie songs,7,7
1738,3253,cry,7,7
1739,1085,2002,7,7
1740,8523,songs to listen to,7,7
1741,603,hardstyle,7,7
1742,2901,fast,7,7
1743,2407,gypsy,7,7
1744,10099,neo-classical underground,7,7
1745,9958,fcking good,7,7
1746,9448,gan-radio,7,7
1747,3273,baroque pop,7,7
1748,720,salsa,7,7
1749,2381,dj,7,7
1750,711,1978,7,7
1751,12643,scott pilgrim,7,7
1752,787,nick,7,7
1753,1016,jazz rock,7,7
1754,9172,so fucking good,7,7
1755,9728,musica russa,7,7
1756,8697,heard on pandora,7,7
1757,2234,country gospel,7,7
1758,9832,oh electropop,7,7
1759,8671,fucked up,7,7
1760,12522,englisch,7,7
1761,7661,skate punk,7,7
1762,6701,epically romantic,7,7
1763,3833,beautifulsad,7,7
1764,6980,underground rap,7,7
1765,1981,x-mas,7,7
1766,1982,eletronica,7,7
1767,4073,talented ladies,7,7
1768,1988,technical metalcore,7,7
1769,6264,awesome god,7,7
1770,4342,au temps des favorites,7,7
1771,4948,native,7,7
1772,7013,dreamlike,7,7
1773,4044,progressive rock related,7,7
1774,11507,tunisia,7,7
1775,10395,love-rock,7,7
1776,407,genial,7,7
1777,1296,superstar,7,7
1778,3980,dark cabaret,7,7
1779,4972,cassie,7,7
1780,7108,friendship,7,7
1781,2025,calm,7,7
1782,6168,pioneer,7,7
1783,2031,eses muleq eh da pesada,7,7
1784,5001,evanescence,7,7
1785,11056,traditional heavy metal,7,7
1786,4782,doom,7,7
1787,1976,made in brazil,7,7
1788,11190,poppunk,7,7
1789,1974,euroreggae,7,7
1790,1945,cosmogonic,7,7
1791,11061,awesomeness,7,7
1792,4889,singer songwriter,7,7
1793,6800,baggy,7,7
1794,4260,voodoo women,7,7
1795,6343,turk,7,7
1796,4883,hardcore rap,7,7
1797,6314,guitar god,7,7
1798,4165,british rock,7,7
1799,486,smile,7,7
1800,1944,subliminal,7,7
1801,1946,abyss,7,7
1802,10396,sertse,7,7
1803,4861,new romantics,7,7
1804,6815,blue songs,7,7
1805,4115,dominican,7,7
1806,1382,soundtrack of my life,7,7
1807,6819,weather,7,7
1808,353,girl,7,7
1809,4103,johnny,7,7
1810,6833,blues guitar,7,7
1811,10594,unintentionally hysterical,7,7
1812,1330,pink floyd,7,7
1813,3845,quiet,7,7
1814,11794,songs that make me want to make love,7,7
1815,3593,musical installation,7,7
1816,10297,american music,7,7
1817,1484,portuguese,7,7
1818,11524,mediterrania,7,7
1819,5944,77 punk,7,7
1820,4367,flop,7,7
1821,1483,girl band,7,7
1822,1872,favorite country music group,7,7
1823,4676,polish music,7,7
1824,7802,ztt,7,7
1825,5298,a piece of me,7,7
1826,5302,eargasmic,7,7
1827,10239,female vocalists i actually like,7,7
1828,5318,stylish,7,7
1829,6510,power ballads,7,7
1830,3546,roc-a-fella,7,7
1831,4612,rock argentino,7,7
1832,6540,real screamo,7,7
1833,6561,multicultural,7,7
1834,10235,ill be ok,7,7
1835,1836,electronic rock,7,7
1836,5759,most romantic songs ever,7,7
1837,4532,post-britpop,7,7
1838,1651,boys,7,7
1839,6562,multikulti,7,7
1840,5493,supergroup,7,7
1841,1457,chill-out,7,7
1842,1685,batcave,7,7
1843,293,cypriot,7,7
1844,6045,girl shit,7,7
1845,4725,basic pop,7,7
1846,3674,mike patton,7,7
1847,3660,trip beat,7,7
1848,1232,green day,7,7
1849,3709,braindance,7,7
1850,11491,happygoodfunandhandclaps,7,7
1851,11358,depre,7,7
1852,5091,bellydance,7,7
1853,6102,harry potter,7,7
1854,11359,corta venas,7,7
1855,4766,smallville,7,7
1856,4347,worldmusic,7,7
1857,10313,eclectic dance party favorites,7,7
1858,7491,hated but rated,7,7
1859,5011,alex patsavas,7,7
1860,7516,dream-pop,7,7
1861,2099,circus,7,7
1862,9452,cult,6,6
1863,9614,pldm,6,6
1864,6369,cold wave,6,6
1865,4854,jam band,6,6
1866,6364,etno,6,6
1867,4726,porcaria viciante,6,6
1868,9677,omg,6,6
1869,12536,pretty fucking awesome,6,6
1870,9613,polish death metal,6,6
1871,4621,guetta,6,6
1872,6362,ethnic pop,6,6
1873,6359,etno-pop,6,6
1874,12537,bitter sweet,6,6
1875,12535,isa,6,6
1876,4946,trailer music,6,6
1877,8864,driving victory,6,6
1878,6345,central asia,6,6
1879,5238,ukrainian music,6,6
1880,11490,effy,6,6
1881,5960,merda,6,6
1882,5933,my favs,6,6
1883,12644,suomi,6,6
1884,5925,somber,6,6
1885,5841,garage rock revival,6,6
1886,5804,driving songs,6,6
1887,2523,level one,6,6
1888,5800,shibuya-kei,6,6
1889,12646,sverige,6,6
1890,5324,lyrics,6,6
1891,5776,leaf,6,6
1892,5368,east-coast,6,6
1893,5535,matell,6,6
1894,2465,drums,6,6
1895,5453,robots,6,6
1896,5140,driving,6,6
1897,2627,progressive psytrance,6,6
1898,5082,otaku,6,6
1899,6565,west africa,6,6
1900,8897,loved by archer,6,6
1901,8933,postmodern,6,6
1902,2707,eighth wonder of the world,6,6
1903,11163,new mpb,6,6
1904,2697,cantautori,6,6
1905,11272,good rnb,6,6
1906,4945,spacy downtempo,6,6
1907,2690,gwen stefani,6,6
1908,5077,filmgroove,6,6
1909,2670,fashion,6,6
1910,11336,lms artist,6,6
1911,9451,electro minimalist,6,6
1912,2659,johnnys entertainment,6,6
1913,2658,rock alternative,6,6
1914,2645,inspiring,6,6
1915,11498,classical music,6,6
1916,11026,a floyd,6,6
1917,7998,irish music,6,6
1918,8827,study tunes,6,6
1919,3768,peace,6,6
1920,3654,electro industrial,6,6
1921,10315,suicide songs,6,6
1922,3347,coldwave,6,6
1923,7487,soundtracks,6,6
1924,12239,perfect songs,6,6
1925,9975,getting over him,6,6
1926,7412,song,6,6
1927,3702,symphonic power metal,6,6
1928,7346,turkish classical,6,6
1929,8317,amazing music i listen to with my daddy,6,6
1930,7259,berep guest dj closedmouth jfr,6,6
1931,4568,french rock,6,6
1932,3841,strings,6,6
1933,3848,megadeth,6,6
1934,11793,songs that make me happy in the pants :d,6,6
1935,7134,really talented female artist who doesnt rely on her sexuality to gain success,6,6
1936,9950,fossa,6,6
1937,3932,venezuela,6,6
1938,7091,ongaku,6,6
1939,12270,songs about girls,6,6
1940,3982,balearic,6,6
1941,9847,rhythmic,6,6
1942,9998,uhull,6,6
1943,3592,self made music,6,6
1944,3394,the pussycat dolls,6,6
1945,3585,garage punk,6,6
1946,8014,flirty,6,6
1947,7952,i used to like this ultra shit band,6,6
1948,12099,heavenly,6,6
1949,12132,songs that make me feel better,6,6
1950,12134,intense-mutha-fuckin-power-violence,6,6
1951,12135,:3,6,6
1952,10220,beautiful track,6,6
1953,3530,touching,6,6
1954,7922,check out later,6,6
1955,10214,wonderful music,6,6
1956,3524,us rock,6,6
1957,8258,pl,6,6
1958,10238,good morning,6,6
1959,10195,best music ever,6,6
1960,3497,nz rock,6,6
1961,7866,f,6,6
1962,3483,wierd,6,6
1963,7755,love japan,6,6
1964,7752,polish punk,6,6
1965,10113,the type of woman i am,6,6
1966,3584,blues-rock,6,6
1967,7070,ex-love,6,6
1968,4009,fucking great,6,6
1969,7005,5 stars,6,6
1970,8597,amelia,6,6
1971,7953,chugga chugga chugga,6,6
1972,4345,bubble-pop,6,6
1973,4346,pioseneczki,6,6
1974,12372,cat power,6,6
1975,8598,jenny,6,6
1976,3166,unsigned,6,6
1977,6678,cello,6,6
1978,3135,melodic heavy metal,6,6
1979,6648,makes me want to die in the good way,6,6
1980,4348,european music,6,6
1981,11521,rai,6,6
1982,10772,part of my whole life,6,6
1983,12472,blondelicious,6,6
1984,4471,indie rap,6,6
1985,3028,kanye west,6,6
1986,4502,gangsta,6,6
1987,4507,my favourite,6,6
1988,4508,francais,6,6
1989,10848,triple sec,6,6
1990,6568,mali,6,6
1991,6567,world folk,6,6
1992,4343,kids,6,6
1993,8596,kon,6,6
1994,7004,b side,6,6
1995,12358,ney,6,6
1996,7003,good memories,6,6
1997,7002,5-star,6,6
1998,7001,terribly beautiful,6,6
1999,6957,sweet electronic,6,6
2000,11629,detroit techno,6,6
2001,6875,italo,6,6
2002,3236,string,6,6
2003,3235,orchestra,6,6
2004,3217,play it loud,6,6
2005,4174,rhythm,6,6
2006,4215,gregorian,6,6
2007,10581,experimental hip-hop,6,6
2008,4262,gospel of shawn,6,6
2009,4271,jazz guitar,6,6
2010,4279,mad about,6,6
2011,12295,american idol 5,6,6
2012,8591,dick,6,6
2013,12297,neighbours,6,6
2014,4290,s,6,6
2015,12298,nikita,6,6
2016,11526,casablanca,6,6
2017,5414,deutschrap,6,6
2018,12647,eire,6,6
2019,1109,beer,6,6
2020,2104,dave gahan,6,6
2021,2096,blackened death metal,6,6
2022,355,female pop,6,6
2023,2013,brutal,6,6
2024,362,toxic,6,6
2025,132,girls,6,6
2026,973,my fav voice,6,6
2027,581,boring,6,6
2028,1641,alternativo,6,6
2029,400,talent,6,6
2030,811,peaceful,6,6
2031,1003,hardstep,6,6
2032,2426,system of a down,6,6
2033,1463,eerie,6,6
2034,2113,slide guitar,6,6
2035,1873,favorite country music male,6,6
2036,417,rock opera,6,6
2037,504,classic synthpop,6,6
2038,1616,digital hardcore,6,6
2039,1267,raggacore,6,6
2040,1186,poprock,6,6
2041,2416,king,6,6
2042,1265,speedcore,6,6
2043,653,camp rock,6,6
2044,240,80s pop espanol,6,6
2045,1494,depressing,6,6
2046,1977,italodance,6,6
2047,1378,best of 2009,6,6
2048,1903,professional,6,6
2049,631,minimalist,6,6
2050,1395,kelly clarkson,6,6
2051,271,60s garage,6,6
2052,1660,i can and will listen to this song all day,6,6
2053,837,sad and slow,6,6
2054,616,technical thrash metal,6,6
2055,1659,i have a definite favorite part in this song,6,6
2056,2003,socal,6,6
2057,605,gabber,6,6
2058,2237,british folk,6,6
2059,281,grind,6,6
2060,722,colombia,6,6
2061,573,vampirepop,6,6
2062,2043,foda,6,6
2063,1630,black music,6,6
2064,782,one of my favorites,6,6
2065,1124,gaga,6,6
2066,40,gregorian chant,6,6
2067,785,never gets old,6,6
2068,2123,chill music,6,6
2069,810,attitude,6,6
2070,2148,the music maker society,6,6
2071,756,southern rap,6,6
2072,1317,emotion,6,6
2073,8,terror ebm,6,6
2074,2229,pure,5,5
2075,8260,love forever,5,5
2076,10847,pot goes to 11,5,5
2077,8606,vic,5,5
2078,610,childhood,5,5
2079,1104,steve albini,5,5
2080,613,powernoise,5,5
2081,5370,ft-lauderdale,5,5
2082,3269,psychedelic pop,5,5
2083,3838,southern fried rock,5,5
2084,276,instro rock,5,5
2085,4050,aor,5,5
2086,1431,aggressive,5,5
2087,7775,selena gomez,5,5
2088,3233,cantonese,5,5
2089,7760,hella diy,5,5
2090,10093,succulent 3s,5,5
2091,2053,gothenburg metal,5,5
2092,11694,sugary,5,5
2093,8615,jesse,5,5
2094,2075,new prog,5,5
2095,10100,city names,5,5
2096,5914,dominican rock,5,5
2097,7741,nu rave,5,5
2098,6728,house md,5,5
2099,10117,phosphorescent,5,5
2100,5913,made in dominican republic,5,5
2101,10122,nice beat,5,5
2102,3862,musical orgasm,5,5
2103,4811,feel-good,5,5
2104,10694,incredible voice,5,5
2105,10597,choreographed dance moves,5,5
2106,3029,dolls,5,5
2107,4086,lindsay lohan,5,5
2108,3683,ciara,5,5
2109,8734,ara bul,5,5
2110,5715,rio de janeiro,5,5
2111,5700,horror metal,5,5
2112,3843,epic rock,5,5
2113,11918,something that makes sad things ok,5,5
2114,2224,thebest,5,5
2115,266,psychedelic garage,5,5
2116,244,spanish pop-rock,5,5
2117,3842,dance beat rock,5,5
2118,239,spanish new wave,5,5
2119,643,teen,5,5
2120,11937,synth-punk,5,5
2121,11938,potty mouth,5,5
2122,7499,western swing,5,5
2123,5994,rock brasil,5,5
2124,256,retro swing,5,5
2125,257,swing revival,5,5
2126,2373,foreign,5,5
2127,5974,boa,5,5
2128,2372,girl group,5,5
2129,5320,majestic,5,5
2130,8674,this will make you shit your pants,5,5
2131,6446,listen with headphones,5,5
2132,2736,ozzy osbourne,5,5
2133,3840,prophets,5,5
2134,8672,brain dance,5,5
2135,4391,viking quest,5,5
2136,264,90s pop espanol,5,5
2137,4396,persian,5,5
2138,8603,corrine,5,5
2139,623,depression,5,5
2140,329,slayer,5,5
2141,10654,jazz vocal,5,5
2142,5862,belarusian,5,5
2143,2291,neo,5,5
2144,1422,trippy,5,5
2145,5459,better than britney spears,5,5
2146,533,renaissance,5,5
2147,3927,lovers rock,5,5
2148,3928,two tone,5,5
2149,10311,be-my-baby drum,5,5
2150,10387,fave tracks,5,5
2151,6622,baranyiz loves it,5,5
2152,11360,dedicadas,5,5
2153,10602,dreamy-perfect pop,5,5
2154,11375,jihad,5,5
2155,4351,solo artists,5,5
2156,3171,optur,5,5
2157,8013,house society,5,5
2158,523,nordic,5,5
2159,8602,sand,5,5
2160,10599,gleefully sexual,5,5
2161,10593,one-two-three-four,5,5
2162,10592,like crack for my soul,5,5
2163,3077,cinematic,5,5
2164,6625,christmas favourites,5,5
2165,5786,industrial jungle pussy punk,5,5
2166,2294,tribraco,5,5
2167,8431,best single,5,5
2168,517,80s dance,5,5
2169,3069,bitches,5,5
2170,5820,bri11i4nt,5,5
2171,3067,luxo,5,5
2172,2934,godney,5,5
2173,506,i love 90s,5,5
2174,516,i love disco diamonds,5,5
2175,5773,n5md,5,5
2176,4788,iamx,5,5
2177,4350,puppy et belle,5,5
2178,8316,caaamiiiliiitaaa,5,5
2179,5772,city centre offices,5,5
2180,3211,glee cast,5,5
2181,366,kylie minogue,5,5
2182,11492,must see live before dying,5,5
2183,363,brit pop,5,5
2184,5758,latin style,5,5
2185,8599,tara,5,5
2186,7954,black metal cabeza,5,5
2187,3865,dm,5,5
2188,2843,bollywood,5,5
2189,2012,rock band,5,5
2190,2011,led zeppelin,5,5
2191,11055,proto metal,5,5
2192,1890,two-tone,5,5
2193,972,my choice,5,5
2194,3202,mika,5,5
2195,8213,drinking songs,5,5
2196,974,tango,5,5
2197,7905,dark songs,5,5
2198,4439,scandinavia,5,5
2199,1360,german metal,5,5
2200,6489,one of my favorite songs that i always forget about,5,5
2201,10241,love songs suck and fairytales are not true,5,5
2202,3961,poppy,5,5
2203,10242,britney spears ate too many raw eggs and her voice mutated,5,5
2204,4431,am gold,5,5
2205,11409,mossy,5,5
2206,3950,proto punk,5,5
2207,8524,storytelling,5,5
2208,10289,bg,5,5
2209,7941,bahia,5,5
2210,4466,a7x,5,5
2211,7549,j rock,5,5
2212,7192,riascoltare,5,5
2213,12133,ponyrape,5,5
2214,3576,norge,5,5
2215,12304,ultimate music hit,5,5
2216,6357,turkish pop,5,5
2217,2419,melodic deathcore,5,5
2218,1297,grammy winner,5,5
2219,12171,sleep music,5,5
2220,5219,korea,5,5
2221,6221,brett,5,5
2222,1266,chiptune,5,5
2223,4282,hindi,5,5
2224,5244,hannah montana,5,5
2225,721,trumpet,5,5
2226,731,barroco,5,5
2227,6895,kick ass drummer,5,5
2228,9175,most favorite song ever,5,5
2229,3479,brian eno,5,5
2230,12125,rawr,5,5
2231,4887,classical terror,5,5
2232,5259,2001,5,5
2233,9731,can't live without,5,5
2234,6852,fav track of a band,5,5
2235,1683,new metal,5,5
2236,4884,classic rap,5,5
2237,6936,prog rock,5,5
2238,8865,finale music,5,5
2239,819,my music pillow,5,5
2240,4882,alternative country,5,5
2241,12063,famous,5,5
2242,6356,native american,5,5
2243,12173,music to kill yourself to,5,5
2244,1272,latvian,5,5
2245,12179,utorn,5,5
2246,6868,dance electronic 80s,5,5
2247,12272,sleepy time,5,5
2248,8910,acoustic blues,5,5
2249,12273,death song,5,5
2250,1766,nick carter,5,5
2251,3596,free download,5,5
2252,1291,performer,5,5
2253,4496,beautiful voices,5,5
2254,8952,queer as folk,5,5
2255,4157,voice,5,5
2256,7179,electro-indie,5,5
2257,3424,glasgow,5,5
2258,1745,goddess,5,5
2259,1280,ambient black metal,5,5
2260,2577,euro-pop,5,5
2261,1596,singer,5,5
2262,97,want,5,5
2263,6342,central asian,5,5
2264,12292,american idol 8,5,5
2265,12296,the x factor 5,5,5
2266,6155,boysband,5,5
2267,6341,turkic,5,5
2268,5195,hamburg,5,5
2269,65,folktronica,5,5
2270,12299,american idol 7,5,5
2271,4509,camp,5,5
2272,6144,panic at the disco,5,5
2273,2636,slim shady,5,5
2274,5042,performance,5,5
2275,12060,90s metal,5,5
2276,6276,american idol 9,5,5
2277,12530,macumba music,5,5
2278,9322,best of 2006,5,5
2279,12038,xd,5,5
2280,12036,mexicano,5,5
2281,2480,neurofunk,5,5
2282,4112,full on,5,5
2283,214,big voice,5,5
2284,12058,quick,5,5
2285,2664,j-urban,5,5
2286,4487,alternative rap,5,5
2287,6044,90s pop,5,5
2288,1235,regina spektor,5,5
2289,1527,drill n bass,5,5
2290,12538,sanna,5,5
2291,9210,jive,5,5
2292,11957,electrolash,5,5
2293,2464,oasis,5,5
2294,35,cyberpunk,5,5
2295,2393,other,5,5
2296,4954,at work,5,5
2297,12241,spice,5,5
2298,777,why on earth wasnt this released,5,5
2299,1503,best version,5,5
2300,3379,wizard rock,5,5
2301,846,placebo,5,5
2302,4947,souls,5,5
2303,8852,nu,5,5
2304,3556,ruff ryders,5,5
2305,3796,dirrty,4,4
2306,10368,liiive,4,4
2307,3142,guitar gods,4,4
2308,1547,new order,4,4
2309,3837,ritual music,4,4
2310,5736,glam punk,4,4
2311,10366,funkalistic,4,4
2312,10741,beautiful sad songs,4,4
2313,9478,tanguy,4,4
2314,10600,get a job,4,4
2315,3797,ndw,4,4
2316,9307,catholic,4,4
2317,5845,theremin,4,4
2318,6570,jazz africa,4,4
2319,8954,britpop 90s generation,4,4
2320,804,so sad yet so beautiful,4,4
2321,3068,depre music,4,4
2322,2154,surf punk,4,4
2323,2153,porn,4,4
2324,10298,male artist,4,4
2325,999,alternatif,4,4
2326,6346,kyrgyz pop,4,4
2327,6309,best indie ever,4,4
2328,3162,the killers,4,4
2329,4660,fall out boy,4,4
2330,9227,sun rockabilly,4,4
2331,9550,a capella,4,4
2332,6344,kyrgyz,4,4
2333,6295,sleep,4,4
2334,1004,belarus,4,4
2335,9263,la academia 4,4,4
2336,9477,mauricio,4,4
2337,3800,excessive12inch,4,4
2338,802,take your shirt off and dance to it,4,4
2339,3564,reverb,4,4
2340,4667,spaccaculi,4,4
2341,1611,better than radiohead,4,4
2342,790,soundrack of my life,4,4
2343,6229,gnawa,4,4
2344,3053,euro,4,4
2345,492,kesha,4,4
2346,3826,jonas brothers,4,4
2347,4712,prince,4,4
2348,718,christmas songs,4,4
2349,4671,emo rock,4,4
2350,733,barroco favorito,4,4
2351,4415,opera metal,4,4
2352,4408,really good,4,4
2353,5790,pearl jam,4,4
2354,10546,absolutely amazing,4,4
2355,745,brutal deathcore,4,4
2356,6347,kyrgyzstan,4,4
2357,1066,1979,4,4
2358,3511,cold,4,4
2359,4717,arcady,4,4
2360,1088,jessica simpson,4,4
2361,8489,scream,4,4
2362,10598,songs that have whoo in them,4,4
2363,3818,sinewave,4,4
2364,3120,interpol,4,4
2365,5742,beatles julia,4,4
2366,4506,tool,4,4
2367,6315,adrian smith is god,4,4
2368,4407,ofwgkta,4,4
2369,3553,d-block,4,4
2370,6560,folkloric,4,4
2371,1856,honky tonk,4,4
2372,3548,dipset,4,4
2373,3050,essential ballads,4,4
2374,1609,brazilian pop,4,4
2375,1493,good mood,4,4
2376,1848,my fav,4,4
2377,6083,japanese rock,4,4
2378,3698,london,4,4
2379,9774,break up,4,4
2380,9772,piano led indie,4,4
2381,9947,pra ouvir depois,4,4
2382,1602,the fray,4,4
2383,9771,addicting,4,4
2384,928,post-punk songs,4,4
2385,627,podcast,4,4
2386,6447,21st century,4,4
2387,8853,indie electronic,4,4
2388,3704,symphonic,4,4
2389,9960,nice song,4,4
2390,3396,nicole scherzinger,4,4
2391,9961,makes me wanna punch someone,4,4
2392,3705,nordic metal,4,4
2393,841,absolutely genius,4,4
2394,8863,beach,4,4
2395,6448,art music,4,4
2396,3270,psychedelic folk,4,4
2397,8866,alluring exotic,4,4
2398,9979,triste,4,4
2399,5926,plotting,4,4
2400,2238,progressive folk,4,4
2401,4585,actress,4,4
2402,2095,blackened thrash metal,4,4
2403,2094,death n roll,4,4
2404,5949,bay area thrash metal,4,4
2405,3655,central point,4,4
2406,8738,as tags,4,4
2407,8737,grande banda,4,4
2408,6037,pop pleasure,4,4
2409,2081,p!nk,4,4
2410,2223,the place promised in our early days,4,4
2411,6038,fantastic pop album,4,4
2412,1865,my space,4,4
2413,2210,roots rock,4,4
2414,2202,pop underground,4,4
2415,2198,pub rock,4,4
2416,6017,strange,4,4
2417,8846,new media,4,4
2418,8736,voz marcante,4,4
2419,8735,boa musica,4,4
2420,3360,vocally perfect,4,4
2421,3361,songs that make me sleepy,4,4
2422,3362,songs i like to sing,4,4
2423,8733,sonra dinle,4,4
2424,5992,ashlee simpson,4,4
2425,5986,justin bieber,4,4
2426,5977,post grunge,4,4
2427,4618,pop latino,4,4
2428,9921,all things annoying in the world put together into one stupid bitch,4,4
2429,10101,afterglow,4,4
2430,3246,scene,4,4
2431,552,weeabo,4,4
2432,982,pop opera,4,4
2433,5885,pop bitches,4,4
2434,8898,bard,4,4
2435,6163,wu-fam,4,4
2436,5883,stand-up,4,4
2437,3618,lhp,4,4
2438,947,pirate metal,4,4
2439,3421,not 4-4 time,4,4
2440,583,pissbass,4,4
2441,3422,the slow-mo,4,4
2442,3423,notorious,4,4
2443,975,my calm,4,4
2444,10237,bright and lovely,4,4
2445,8612,roxy,4,4
2446,6348,kazakh,4,4
2447,8901,menestrel,4,4
2448,10245,please plaese please only play instrumental,4,4
2449,6515,new brazilian artist,4,4
2450,4497,female fronted,4,4
2451,2277,classic metal,4,4
2452,554,lastfm elitist repellent,4,4
2453,8525,singing actresses,4,4
2454,3436,obsession,4,4
2455,2098,vocalists,4,4
2456,3440,water,4,4
2457,4577,creative commons,4,4
2458,687,abba,4,4
2459,10159,must see again,4,4
2460,10158,nl,4,4
2461,8611,x-men,4,4
2462,8610,dinah,4,4
2463,10115,seraphic,4,4
2464,9703,wonderful,4,4
2465,10118,the wicked messenger,4,4
2466,8609,anya,4,4
2467,8608,kyle,4,4
2468,8607,bart,4,4
2469,9692,usher,4,4
2470,10123,hangover music,4,4
2471,5912,made in the dr,4,4
2472,10125,pirate punk,4,4
2473,5911,rock dominicano,4,4
2474,5910,guitars,4,4
2475,8605,unsure,4,4
2476,8601,suicide squad,4,4
2477,8600,ollie,4,4
2478,4580,punkrock,4,4
2479,9646,anja1992,4,4
2480,3218,songs on repeat,4,4
2481,9644,ilka,4,4
2482,8891,croatian,4,4
2483,1475,forro,4,4
2484,2456,greatest hits,4,4
2485,2156,frank zappa,4,4
2486,2551,danny,4,4
2487,7746,make me cry,4,4
2488,1891,brilliance,4,4
2489,4162,kiss,4,4
2490,5134,makes me bad,4,4
2491,5380,east coast,4,4
2492,11547,rural colours,4,4
2493,6729,the shield,4,4
2494,2348,leighton meester,4,4
2495,294,greek pop,4,4
2496,2004,no doubt,4,4
2497,1194,eargasm x 100000,4,4
2498,7745,minimal house,4,4
2499,3986,home listening,4,4
2500,1768,australian country,4,4
2501,11645,curitiba,4,4
2502,7729,artmaker,4,4
2503,4160,foo fighters,4,4
2504,4033,guns n' roses,4,4
2505,4152,rick,4,4
2506,7193,blog,4,4
2507,5371,rick villa,4,4
2508,1206,slash,4,4
2509,143,classical - pop,4,4
2510,303,x factor,4,4
2511,324,lady,4,4
2512,5182,moody,4,4
2513,7901,sometimes its just about the hot singer,4,4
2514,1294,pop icon,4,4
2515,3952,crabcore,4,4
2516,3954,hamburger schule,4,4
2517,7909,music that reminds me of friends,4,4
2518,12294,ot1,4,4
2519,7092,translation practice,4,4
2520,99,sunshine,4,4
2521,5392,bob marley,4,4
2522,7908,high school memories,4,4
2523,2873,indie-rock,4,4
2524,7885,mesh,4,4
2525,1888,p-funk,4,4
2526,3972,long island,4,4
2527,5095,spaghetti western,4,4
2528,373,i luv this,4,4
2529,372,best of pop,4,4
2530,367,my favorite music,4,4
2531,11496,jennifers body,4,4
2532,11502,myupbeats,4,4
2533,361,radio crazy,4,4
2534,2847,unique,4,4
2535,359,top artists,4,4
2536,4043,heavy prog,4,4
2537,277,mod revival,4,4
2538,7957,albentcore,4,4
2539,4865,pure genius,4,4
2540,7489,neotraditional country,4,4
2541,4122,norsk arysk metal,4,4
2542,4862,excellent synth work,4,4
2543,6826,country blues,4,4
2544,1334,ameribluesscene,4,4
2545,1335,blueartistgroup,4,4
2546,2696,pop italiano,4,4
2547,1905,raging,4,4
2548,7337,kuran-i kerim,4,4
2549,1230,bluesy,4,4
2550,12044,underground resistance,4,4
2551,11901,bands that start with the,4,4
2552,205,urban pop,4,4
2553,7410,sellaband,4,4
2554,4868,gods,4,4
2555,12042,the hague,4,4
2556,5304,song for rides,4,4
2557,2674,namie amuro,4,4
2558,2671,johnnys,4,4
2559,7339,islamic,4,4
2560,1336,american blues scene,4,4
2561,6820,postcore,4,4
2562,1221,japanese hip-hop,4,4
2563,254,freakbeat,4,4
2564,6855,love love love,4,4
2565,6766,metal woman fronted,4,4
2566,5338,melodic rock,4,4
