,user_id,tag1,tag2,tag3,tag4,tag5,artist_id
65427,269,24,73,79,187,184,3462
40082,269,18,130,39,127,90,968
21078,269,24,78,73,79,18,403
40701,269,24,83,184,306,216,986
39277,269,24,73,81,25,192,951
10023,269,24,78,16,73,79,229
22423,270,79,18,81,39,78,432
71367,270,73,79,81,195,84,5030
71365,270,9818,9595,0,0,0,5029
71378,270,0,0,0,0,0,5031
40122,270,73,24,79,18,81,969
71363,270,102,187,21,1833,0,5028
27982,270,73,24,79,81,78,533
45015,270,73,79,78,84,1,1186
61259,270,73,79,81,78,195,2815
71348,270,1264,0,0,0,0,5026
61371,270,79,81,102,304,2246,2829
71349,270,73,79,18,81,130,5027
61298,270,18,39,127,187,309,2818
2439,270,73,24,79,18,81,81
71380,271,130,234,1671,8307,8306,5032
59360,271,2477,24,130,39,134,2548
49585,271,24,130,39,127,167,1451
13567,271,73,24,79,18,81,292
12707,271,73,24,79,18,130,289
71388,271,0,0,0,0,0,5033
71389,271,0,0,0,0,0,5034
35393,271,24,18,130,39,206,797
71394,271,24,167,405,689,636,5036
19657,271,24,18,130,39,195,352
265,271,73,24,79,18,81,55
15820,271,73,24,79,81,130,302
54645,271,24,130,39,167,625,1937
19158,271,73,24,130,39,134,344
16502,271,24,130,39,102,167,308
70184,271,24,18,130,39,134,4707
27233,271,73,24,79,130,39,523
23610,271,73,24,18,130,39,461
71390,271,24,79,81,130,49,5035
31021,271,24,79,1,213,238,646
38232,271,73,24,130,39,134,913
16857,271,24,18,130,39,134,314
2834,271,73,24,79,18,130,89
14070,271,24,130,195,167,625,294
28870,271,24,130,39,102,167,543
69749,271,73,24,130,39,127,4566
49804,271,24,130,102,167,184,1457
32517,271,73,24,18,81,130,701
19428,271,24,18,130,39,127,349
12220,271,73,24,18,130,39,288
15213,271,73,24,18,81,130,300
14254,271,73,24,18,130,39,295
14971,271,73,24,18,130,39,299
16207,271,73,24,79,18,130,306
24153,271,24,18,81,130,39,466
49303,271,24,130,625,213,238,1428
11456,271,24,130,39,134,352,257
1476,271,73,24,79,18,81,67
18621,271,73,24,79,18,81,333
62947,271,24,130,39,195,352,2523
38099,271,73,24,130,39,167,908
27680,271,24,18,130,39,195,528
69729,271,24,130,309,0,0,4563
49860,271,24,130,134,216,210,1459
51188,271,24,81,130,39,167,1580
17729,271,73,24,130,39,102,325
13174,271,24,18,130,39,134,290
13933,271,73,24,18,81,130,293
42197,271,24,130,39,195,102,1051
31572,271,73,24,79,18,81,681
71407,273,626,233,870,1001,2479,5063
71404,273,18,626,233,870,1001,5061
71406,273,18,626,233,870,1001,5062
71420,273,194,33,741,2692,2505,5066
60009,273,178,180,186,1252,0,2618
51242,273,73,130,24,39,184,1590
35816,273,73,1,376,194,5,815
71413,273,194,178,176,180,186,5065
7181,273,73,1,78,72,2,198
35055,273,1,376,194,178,176,779
71101,273,376,194,5,14,191,4934
53865,273,73,376,194,178,176,1853
18386,273,18,102,78,103,304,331
50959,273,1,376,194,178,5,1541
71474,273,1,376,194,33,378,5075
25552,273,73,1,78,79,352,489
62222,273,1,130,194,178,180,2959
44719,273,18,73,1,79,33,45
62199,273,73,1,78,72,2,2956
36063,273,73,1,376,194,178,830
26302,273,1,376,194,178,72,500
25875,273,73,130,194,178,78,498
54118,273,194,178,176,180,186,1868
35934,273,1,376,194,178,176,818
71431,273,5,378,0,0,0,5068
26229,273,73,1,130,78,72,499
57126,273,376,178,180,186,309,2214
66970,273,870,0,0,0,0,3807
71412,273,18,626,39,187,1835,5064
71435,273,1,376,194,0,0,5070
26964,273,18,73,79,61,189,516
71467,273,18,233,33,13,187,5074
71436,273,626,870,2479,2485,195,5071
20564,273,18,73,1,130,78,378
71401,273,626,233,870,1001,2479,5060
38922,273,73,1,130,179,7,930
20284,273,18,73,1,376,102,377
58451,273,178,176,180,186,750,2430
27622,273,102,103,304,24,167,527
71432,273,626,233,870,1001,2479,5069
35868,273,376,194,178,180,186,816
66986,273,626,870,0,0,0,3812
71424,273,18,194,178,180,33,5067
41715,273,18,73,78,176,24,1043
20129,273,73,78,72,2,79,371
31445,273,18,73,130,24,79,680
71447,273,18,103,233,39,13,5072
44969,273,194,178,176,180,186,1185
12708,273,18,73,130,24,79,289
71457,273,18,233,79,33,14,5073
71554,274,7255,0,0,0,0,5094
71520,274,1219,541,139,141,7552,5082
69656,274,130,996,164,145,0,4558
37370,274,18,25,73,24,79,877
71557,274,1219,541,140,2785,0,5095
71549,274,139,0,0,0,0,5091
71529,274,541,139,0,0,0,5084
71484,274,18,73,79,81,130,5079
2073,274,18,25,73,24,79,72
20835,274,1316,541,140,139,159,385
71548,274,130,184,541,140,139,5090
71514,274,730,140,512,2659,0,5080
36460,274,73,79,78,72,1,7
21063,274,141,137,6083,0,0,401
53971,274,1316,1219,73,130,134,1857
21010,274,1219,364,541,139,12209,396
71517,274,541,140,0,0,0,5081
71483,274,1316,4779,0,0,0,5078
71558,274,0,0,0,0,0,5096
4368,274,25,73,24,79,39,157
11758,274,25,24,79,130,39,265
20209,274,18,1316,24,130,352,375
71530,274,0,0,0,0,0,5085
21006,274,1316,140,137,2659,2671,395
20052,274,1219,73,1,364,541,8
56424,274,18,39,72,33,309,2101
44424,274,1219,179,541,139,141,1
71550,274,73,24,608,1735,1251,5092
71531,274,0,0,0,0,0,5086
71532,274,1219,541,139,0,0,5087
71536,274,24,4613,0,0,0,5088
55400,274,541,0,0,0,0,2000
21027,274,1219,127,541,139,141,397
71525,274,1316,24,130,352,364,5083
71540,274,1316,24,130,49,346,5089
20979,274,1219,364,231,541,140,390
65744,274,24,541,140,42,6759,3494
42488,274,18,25,79,195,134,1072
71551,274,130,127,541,140,159,5093
61170,274,39,306,238,508,234,1918
52556,274,18,25,73,79,81,1713
71482,274,1219,139,141,0,0,5077
71477,274,1219,73,1,386,508,5076
57789,274,25,73,79,81,192,2346
71475,274,0,0,0,0,0,1930
56224,274,1219,73,285,541,139,1910
64076,274,134,292,247,6628,4613,3267
20174,274,1316,24,130,39,210,374
56440,274,18,1316,24,130,39,2102
64497,274,18,25,1316,24,130,3324
1063,275,285,824,73,24,79,65
66098,275,285,824,2493,134,292,3617
71560,275,130,352,1097,3828,10261,5098
52557,275,285,73,79,18,81,1713
47541,275,285,824,73,24,79,1375
41152,275,24,18,25,39,195,1014
40784,275,73,24,79,25,192,993
71563,275,73,24,79,81,78,5099
65194,275,73,24,79,81,78,3427
41117,275,24,79,18,25,39,1013
2074,275,285,73,24,79,18,72
71559,275,2493,2494,24,79,130,5097
39782,275,824,73,24,79,130,961
3896,275,285,824,73,24,79,154
2327,275,79,18,25,14,352,75
54391,275,824,73,24,79,18,1892
22575,275,285,824,73,79,81,436
37397,275,18,33,61,74,86,878
42489,275,79,18,25,195,134,1072
5566,275,285,824,73,24,79,173
24,275,285,824,73,24,79,51
41275,275,18,25,195,16,74,1027
4630,275,285,824,73,24,79,159
3819,275,79,18,25,39,127,153
40887,275,24,79,18,25,195,998
41218,275,24,18,130,25,39,1019
3563,275,73,24,79,81,25,99
3609,275,24,25,195,16,191,100
6944,275,824,73,24,79,18,193
68924,275,24,18,81,130,195,4308
6242,275,824,73,24,79,18,187
4259,275,285,824,73,24,79,155
66746,275,24,18,25,39,195,3768
53030,275,285,824,24,79,130,1772
42318,275,79,18,25,39,33,30
54432,275,24,18,25,195,16,1895
6825,275,824,73,24,79,81,191
791,275,73,24,79,18,81,59
40954,275,285,24,79,18,81,1001
42577,275,73,79,18,81,39,1075
40922,275,824,24,79,25,39,999
39278,275,285,73,24,81,25,951
54293,275,24,79,25,39,195,1885
67602,275,73,79,18,39,195,3988
27983,275,285,73,24,79,81,533
54307,275,285,79,18,25,16,1886
26697,275,285,73,24,79,18,511
68041,275,824,73,24,25,192,4130
40844,275,73,24,79,18,25,997
42352,275,79,18,195,33,14,1061
44308,277,73,72,352,191,247,1132
46855,277,86,90,565,0,0,1326
8676,277,387,73,24,79,81,220
63564,277,24,18,130,61,86,3184
34728,277,18,81,195,33,187,755
63916,277,18,1,61,850,5,3244
48641,277,1,285,5,4,89,15
21952,277,73,79,18,81,130,425
4631,277,275,73,24,79,18,159
42319,277,79,18,25,39,33,30
46754,277,127,61,86,565,9,1299
55028,277,73,79,78,72,1,1974
10024,277,387,275,73,24,79,229
51577,277,275,73,24,79,18,1632
4951,277,387,73,79,78,33,162
68578,277,81,33,87,234,391,4228
54158,277,73,79,78,192,72,1873
46379,277,18,61,86,565,4328,13
70839,277,18,61,86,385,565,10
46722,277,18,61,74,86,17,1297
71583,277,18,127,61,321,839,26
71585,277,127,61,86,565,233,31
65250,277,275,25,364,179,190,3432
68957,277,18,127,74,86,30,4312
68572,277,79,81,170,345,1358,4226
5988,277,73,24,79,81,39,182
46590,277,18,61,86,364,575,1277
39437,277,1,352,127,386,91,954
71605,277,33,14,87,0,0,5118
71604,277,1,127,61,6,345,5117
71603,277,127,0,0,0,0,5116
71599,277,18,86,565,10,563,5115
71594,277,179,575,190,1478,612,5113
42818,277,275,73,24,79,18,1090
34884,277,79,81,78,127,345,758
71597,277,7116,0,0,0,0,5114
6470,277,387,73,24,79,18,190
26941,277,275,18,25,61,86,515
71589,277,79,18,81,187,389,5111
70941,277,275,75,345,394,245,4887
7182,277,387,73,79,78,72,198
3897,277,387,275,73,24,79,154
53236,277,275,73,79,127,345,1788
10731,277,387,73,24,79,81,234
68565,277,81,84,127,102,213,4225
71577,277,61,86,565,2548,10,17
71593,277,2500,0,0,0,0,5112
10998,277,73,79,18,81,39,237
9339,277,387,275,73,24,79,227
66422,277,79,18,81,39,33,3707
71606,278,102,103,432,304,1911,5119
71616,278,0,0,0,0,0,5121
71619,278,24,73,25,134,184,5124
18195,278,238,364,24,39,231,329
13568,278,238,850,364,24,354,292
71617,278,39,0,0,0,0,5122
71618,278,24,109,527,73,25,5123
71615,278,0,0,0,0,0,5120
24486,278,238,24,354,39,508,468
27234,278,238,364,24,354,39,523
24154,278,238,24,354,39,109,466
5335,278,364,24,39,73,79,167
13934,278,238,364,24,354,39,293
17187,278,238,364,24,1097,354,318
31204,278,238,850,24,1097,354,679
13282,278,238,364,24,39,109,291
1477,278,238,850,364,24,354,67
11457,278,238,850,24,1097,39,257
24769,278,238,364,24,527,508,475
25876,278,850,364,24,1097,354,498
20565,278,238,364,24,109,231,378
20285,278,238,364,24,109,231,377
15214,278,238,850,364,24,1097,300
25013,278,850,364,24,354,1753,481
16965,278,850,24,1753,109,231,316
32518,278,238,364,24,354,39,701
70136,278,24,39,73,79,18,4704
69675,278,24,39,130,167,210,4560
49568,278,24,39,130,167,216,1450
35205,278,238,364,24,354,39,789
49861,278,364,24,508,130,134,1459
4369,278,238,850,364,24,1097,157
14727,278,364,24,354,39,1753,298
18387,278,238,364,39,527,508,331
28981,278,238,24,1097,39,109,544
2835,278,238,850,364,24,1097,89
51189,278,238,24,39,81,130,1580
39977,278,24,109,231,508,73,966
20852,278,364,24,1097,354,39,386
12709,278,238,850,364,24,1097,289
66913,278,24,527,508,130,83,3795
40200,278,24,39,105,230,1727,970
16208,278,238,364,24,354,39,306
45881,278,24,354,39,79,18,1243
39279,278,850,364,24,109,231,951
51094,278,238,850,364,24,109,1556
23611,278,238,364,24,354,39,461
18622,278,238,850,364,24,1097,333
266,278,238,364,24,39,527,55
40235,278,238,24,39,231,508,972
69179,279,73,78,181,182,169,4375
2836,279,73,24,79,18,130,89
71637,279,0,0,0,0,0,5131
44873,279,194,178,73,79,78,1181
25224,279,73,79,18,81,78,486
71643,279,376,378,1252,1988,0,5135
71653,279,130,180,0,0,0,5139
25715,279,194,178,73,79,180,494
45188,279,194,181,169,1539,3970,1192
58214,279,376,1,5,385,378,2387
71654,279,230,6031,6068,0,0,5140
71639,279,0,0,0,0,0,5133
71638,279,169,1249,0,0,0,5132
71634,279,0,0,0,0,0,5130
71662,279,0,0,0,0,0,5142
35673,279,376,1,5,385,378,809
70653,279,194,181,182,1539,0,4822
45301,279,376,194,741,1,5,1196
71661,279,376,194,378,0,0,5141
71425,279,33,194,178,1079,18,5067
35056,279,33,376,194,178,1,779
57051,279,33,741,18,378,1208,2200
57026,279,376,1,180,378,0,2192
51085,279,376,194,741,1,5,1555
71641,279,376,385,378,0,0,5134
71663,279,33,376,178,18,191,5143
71651,279,0,0,0,0,0,5138
71630,279,0,0,0,0,0,5128
44970,279,194,178,79,181,185,1185
16209,279,73,24,79,18,130,306
71631,279,178,1079,18,180,0,5129
58423,279,178,73,18,180,176,2426
68226,279,33,178,850,180,0,4168
71664,279,0,0,0,0,0,5144
71665,279,0,0,0,0,0,5145
71628,279,33,376,194,178,741,5127
35995,279,376,194,1,127,378,823
71666,279,0,0,0,0,0,5146
36177,279,376,194,741,127,191,839
70621,279,194,73,127,181,182,4821
71648,279,176,742,347,12028,0,5137
59638,279,33,376,194,1,5,2586
51061,279,376,194,5,378,0,1551
58210,279,376,194,378,743,0,2386
71622,279,741,378,0,0,0,5126
71620,279,33,194,18,378,2692,5125
71647,279,0,0,0,0,0,5136
26303,279,376,194,178,79,72,500
45112,279,376,194,178,18,1,1188
70711,279,194,0,0,0,0,4830
48209,280,24,18,81,39,199,1398
56124,280,24,18,81,39,33,2083
15215,280,24,18,81,39,199,300
701,280,24,18,81,39,33,58
28595,280,18,81,39,14,73,539
14255,280,24,18,39,238,184,295
3458,280,24,81,130,195,134,97
54660,280,24,18,39,33,2511,1941
42527,280,24,18,39,33,14,1073
67323,280,18,81,33,14,73,3902
71676,280,18,39,238,130,127,5149
5336,280,24,18,81,39,73,167
71736,280,74,105,0,0,0,5154
21636,280,18,81,14,73,79,420
32802,280,18,81,39,238,14,703
71730,280,81,73,79,130,78,5153
71675,280,24,33,199,1812,0,5148
46666,280,61,86,378,4,565,38
71667,280,18,81,33,199,935,5147
32519,280,24,18,81,39,33,701
5029,280,18,81,33,14,191,163
43117,280,24,18,81,39,33,1098
63689,280,24,18,81,39,33,3200
2837,280,24,18,39,199,238,89
71722,280,24,81,130,83,296,5151
1478,280,24,18,81,39,199,67
52347,280,18,33,14,191,184,1700
545,280,24,18,39,33,199,56
18388,280,18,39,238,839,527,331
32030,280,24,18,81,33,184,689
27536,280,24,18,81,39,199,526
54495,280,24,81,839,2513,73,1934
50937,280,103,432,304,823,4052,1537
13569,280,24,18,81,39,199,292
36461,280,238,191,184,73,79,7
33470,280,81,33,935,73,79,709
29763,280,24,18,81,39,33,599
66499,280,73,79,130,78,72,3739
22688,280,24,81,79,130,134,437
6471,280,24,18,81,39,33,190
34784,280,18,81,39,33,199,757
71700,280,79,130,625,7729,5021,5150
47833,280,24,18,81,39,199,1379
71726,280,18,81,127,0,0,5152
47207,280,73,25,192,195,72,1360
45882,280,24,18,39,79,195,1243
48406,280,18,39,191,13,210,1401
21953,280,18,81,39,33,839,425
32891,280,24,81,73,79,130,704
23167,280,81,79,78,84,16,450
53408,281,1,386,73,25,192,1803
38883,281,1,386,73,25,72,928
71748,281,1,386,72,735,615,5157
33811,281,73,24,79,81,78,716
59693,281,386,73,25,72,127,2595
34281,281,1,386,73,25,192,732
10732,281,73,24,79,81,25,234
39280,281,73,24,81,25,192,951
53520,281,386,25,192,72,848,1808
47115,281,1,386,415,2276,73,1358
71745,281,73,25,192,735,247,5156
71742,281,1,386,72,615,89,5155
46236,281,1,386,73,79,25,1249
56981,281,73,24,130,25,39,2183
38417,281,1,386,415,2520,2276,917
38762,281,1,386,415,73,195,922
33241,281,1,386,73,79,25,707
5824,281,1,386,73,25,192,176
46966,281,1,386,25,72,352,1343
38584,281,1,386,73,25,72,918
67995,281,386,73,192,72,387,4124
47338,281,1,386,73,25,192,1369
57658,281,1,386,73,25,192,2342
39358,281,1,386,73,25,192,952
71763,281,0,0,0,0,0,5158
60262,281,73,79,8116,0,0,2646
71797,281,73,24,130,25,39,5170
62344,281,1,386,73,25,192,2973
71785,281,0,0,0,0,0,5167
71784,281,192,184,0,0,0,5166
59429,281,73,24,25,192,72,2558
71779,281,73,25,192,72,848,5165
61395,281,73,192,72,735,829,2834
65550,281,1,386,73,25,72,3471
71776,281,2521,72,387,6313,6314,5164
62038,281,24,79,18,25,39,2936
71775,281,1,386,73,192,72,5163
71786,281,73,192,735,247,1354,5168
71774,281,1,386,415,2276,0,5162
39500,281,1,386,73,25,72,956
71793,281,73,25,72,352,127,5169
57703,281,386,73,24,25,192,2343
71765,281,386,72,5532,3050,2937,5159
34041,281,1,386,73,25,39,724
4370,281,73,24,79,25,39,157
20286,281,1,73,24,79,18,377
71769,281,72,352,209,848,80,5160
36659,281,1,386,73,79,78,854
30324,281,73,79,25,78,192,614
71772,281,386,6315,0,0,0,5161
37175,282,73,192,387,72,170,868
33055,282,73,192,72,1,386,706
58110,282,73,387,1,79,78,2375
3759,282,73,387,1,79,78,152
8677,282,73,192,387,72,386,220
43718,282,73,192,387,72,386,1110
10733,282,73,192,387,72,170,234
37437,282,73,1,386,82,543,881
48892,282,73,192,387,24,79,1413
48666,282,73,192,387,72,386,1411
33242,282,73,192,72,1,386,707
30178,282,73,192,387,72,829,607
65634,282,73,192,387,25,195,3481
47116,282,73,192,72,1,386,1358
47208,282,73,192,72,1,386,1360
38418,282,73,192,72,1,386,917
57659,282,73,192,72,1,386,2342
44235,282,73,387,72,1,386,1131
46237,282,73,192,72,1,386,1249
30325,282,73,192,72,170,79,614
22576,282,73,192,387,72,170,436
44088,282,73,192,24,79,25,1122
34042,282,73,192,72,1,386,724
70368,282,73,192,387,191,735,4784
71813,282,73,192,387,134,127,5175
9340,282,73,192,387,72,170,227
57704,282,73,192,72,386,24,2343
9178,282,73,387,72,1,386,226
57790,282,73,192,72,170,79,2346
48719,282,73,192,387,72,386,1412
38178,282,191,184,545,481,527,910
70364,282,387,191,735,234,424,4782
51689,282,73,192,387,72,829,1639
36741,282,73,72,1,386,170,856
47455,282,73,192,387,72,1,1372
71798,282,73,192,387,0,0,5171
44003,282,73,72,1,79,78,1119
5030,282,73,192,387,72,79,163
47339,282,73,192,72,1,386,1369
71799,282,73,192,72,735,85,5172
58603,282,33,191,184,545,1302,2446
67836,282,73,829,79,83,481,4051
34188,282,73,192,829,79,25,728
71809,282,387,18,33,191,88,5173
36660,282,73,72,1,386,170,854
39593,282,73,192,387,72,386,959
44173,282,387,530,528,0,0,1125
49048,282,73,192,72,24,25,1416
29432,282,73,192,387,72,829,562
71812,282,546,530,0,0,0,5174
113,283,13,39,21,18,15,52
71851,283,13,21,15,14,20,5191
71834,283,13,21,15,14,20,5181
53212,283,13,21,18,15,14,1787
71863,283,2526,0,0,0,0,5195
71835,283,13,21,18,15,2536,5182
71836,283,39,105,2530,0,0,5183
11051,283,13,39,21,18,15,238
71842,283,13,21,18,15,2533,5185
71871,283,13,21,18,15,826,5200
71844,283,21,15,130,134,210,5186
71847,283,39,0,0,0,0,5187
71848,283,39,18,105,826,1735,5188
71864,283,105,2530,11634,0,0,5196
71850,283,39,105,0,0,0,5190
68964,283,13,39,21,18,15,4316
67648,283,21,18,15,102,191,3995
63360,283,13,21,18,15,102,3132
71849,283,39,105,0,0,0,5189
71837,283,13,21,15,130,370,5184
71829,283,13,21,18,15,187,5180
71824,283,39,18,105,826,90,5176
71862,283,39,105,0,0,0,5194
41074,283,39,18,105,90,24,1009
677,283,13,21,18,15,105,57
63223,283,13,39,21,18,15,3109
2418,283,13,39,21,18,15,80
71870,283,13,21,20,1911,10533,5199
1398,283,13,39,21,18,105,66
67165,283,13,39,18,105,826,3868
71865,283,21,15,14,364,1198,5197
53389,283,13,21,18,15,826,1801
2440,283,13,39,21,18,15,81
71855,283,13,21,18,15,826,5192
71869,283,39,18,105,2527,24,5198
48169,283,13,39,18,105,90,1395
70814,283,13,21,18,15,826,4863
67628,283,13,39,21,18,15,3992
53258,283,13,21,18,15,14,1790
53677,283,13,21,18,15,105,1824
71860,283,15,20,0,0,0,5193
63309,283,13,21,18,130,187,3121
48546,283,39,18,105,90,1735,1407
59771,283,13,21,18,15,826,2605
18035,283,39,18,105,90,1735,328
213,283,13,21,18,15,826,54
71825,283,0,0,0,0,0,5177
71826,283,39,105,1735,130,195,5178
71828,283,1970,1973,0,0,0,5179
63424,283,13,21,18,15,20,3164
39594,284,73,79,195,121,511,959
43942,284,73,79,78,72,1,1118
62285,284,61,5,76,6,3673,2964
3898,284,73,79,195,33,170,154
44236,284,73,79,33,78,72,1131
40496,284,73,79,181,170,81,982
25553,284,73,79,78,1,352,489
49241,284,73,33,830,192,72,1426
71885,284,9823,0,0,0,0,5203
71894,284,0,0,0,0,0,5207
71887,284,73,127,9823,0,0,5204
71888,284,181,194,182,1222,2217,5205
45016,284,73,79,181,78,84,1186
71893,284,0,0,0,0,0,5206
71895,284,13,180,176,6483,0,5208
48984,284,73,511,192,292,735,1415
71898,284,79,195,2545,3657,0,5209
33610,284,73,195,121,830,130,712
71246,284,73,79,33,18,84,4994
47456,284,73,195,430,25,192,1372
26993,284,73,79,18,81,78,517
71899,284,2545,127,3657,11336,6894,5210
71901,284,0,0,0,0,0,5211
7183,284,73,79,33,78,72,198
71902,284,192,387,88,424,75,5212
53479,284,195,121,81,192,134,1806
46212,284,73,195,121,192,72,1248
71906,284,0,0,0,0,0,5213
71907,284,0,0,0,0,0,5214
59565,284,73,79,33,81,78,2580
71908,284,73,130,39,78,72,5215
55380,284,79,33,1,14,386,1994
61119,284,73,79,78,72,1,2794
71914,284,73,79,181,78,72,5216
67496,284,9823,0,0,0,0,3944
44955,284,73,127,180,178,5703,1184
71922,284,73,79,78,72,1,5217
35935,284,1,376,194,180,176,818
62901,284,73,195,24,130,25,3067
61677,284,73,195,192,72,191,2855
56771,284,73,79,181,78,14,2150
71880,284,73,79,1,176,1358,5202
57950,284,73,79,170,78,192,2352
43118,284,73,79,33,181,24,1098
71879,284,73,79,195,33,181,5201
26870,284,73,79,33,78,72,512
71873,284,192,72,386,735,80,4458
37176,284,73,79,170,192,72,868
43840,284,73,79,24,81,78,1116
59685,284,79,33,1,376,76,2594
39978,285,78,73,24,79,72,966
2651,285,78,73,24,79,18,88
40433,285,78,73,24,79,192,979
71932,285,2505,0,0,0,0,5218
39024,285,181,73,823,127,292,932
57791,285,73,79,81,25,192,2346
40497,285,181,78,73,79,81,982
54159,285,181,78,73,1,79,1873
67005,285,742,0,0,0,0,3819
71933,285,91,0,0,0,0,5219
66854,285,181,194,91,122,2495,3780
27984,285,78,73,24,79,81,533
21258,285,181,78,73,24,79,412
16966,285,78,130,73,24,79,316
12014,285,130,823,24,79,39,283
22750,285,78,73,823,79,81,439
47209,285,73,1,25,192,195,1360
47706,285,78,73,24,79,81,1377
28474,285,78,73,24,79,18,538
71947,285,0,0,0,0,0,5227
45461,285,181,25,352,184,194,1206
33243,285,73,1,79,25,192,707
71929,285,181,1,195,194,182,3540
33654,285,78,73,823,25,192,714
10734,285,181,78,73,24,79,234
14728,285,130,73,24,79,18,298
71936,285,5,742,6240,0,0,5222
8678,285,181,78,73,24,79,220
71935,285,0,0,0,0,0,5221
50532,285,181,73,24,79,81,1513
1064,285,78,73,1,24,79,65
71939,285,0,0,0,0,0,5225
7184,285,78,73,1,79,72,198
71940,285,73,823,79,432,311,5226
47117,285,73,1,25,192,72,1358
30326,285,78,73,79,25,192,614
46631,285,1372,5,741,742,6240,1286
71934,285,0,0,0,0,0,5220
71937,285,742,0,0,0,0,5223
36661,285,78,73,1,79,134,854
39528,285,73,1,25,127,386,957
71938,285,0,0,0,0,0,5224
33056,285,181,73,1,79,25,706
28777,285,181,78,130,73,823,542
20785,285,181,73,79,352,127,383
20287,285,181,78,73,1,24,377
15216,285,78,130,73,24,18,300
66152,285,79,81,134,33,102,3670
38419,285,73,1,25,192,195,917
63828,285,130,823,79,81,134,3205
51095,286,73,24,79,130,195,1556
11458,286,24,130,39,134,352,257
18623,286,73,24,79,18,81,333
16093,286,24,18,39,167,306,304
17348,286,24,130,39,102,167,320
28475,286,73,24,79,18,81,538
1479,286,73,24,79,18,81,67
17947,286,24,18,130,39,102,327
63627,286,24,79,18,206,199,3193
16210,286,73,24,79,18,130,306
70563,286,24,130,109,49,346,4817
25155,286,24,79,18,130,39,485
49569,286,24,130,39,167,216,1450
19159,286,73,24,130,39,134,344
13283,286,73,24,79,18,130,291
13570,286,73,24,79,18,81,292
20566,286,73,24,79,18,130,378
40441,286,24,18,130,39,309,980
62372,286,73,24,79,81,78,2977
15649,286,73,24,130,134,352,301
17094,286,24,130,39,134,102,317
17885,286,24,130,39,167,625,326
13175,286,24,18,130,39,134,290
31205,286,73,24,79,18,130,679
17534,286,24,18,130,39,195,323
25105,286,24,39,102,167,625,484
14071,286,24,130,195,167,625,294
24487,286,24,18,39,352,102,468
2838,286,73,24,79,18,130,89
12710,286,73,24,79,18,130,289
15217,286,73,24,18,81,130,300
12058,286,73,24,130,25,39,285
32520,286,73,24,18,81,130,701
20853,286,24,18,130,39,625,386
23372,286,24,18,39,167,306,456
23612,286,73,24,18,130,39,461
29116,286,24,39,102,167,103,545
11759,286,24,79,130,25,39,265
25877,286,73,24,79,81,130,498
68717,286,73,24,130,134,352,4260
12221,286,73,24,18,130,39,288
23282,286,24,39,352,127,191,455
14256,286,73,24,18,130,39,295
27402,286,73,24,79,18,81,525
15821,286,73,24,79,81,130,302
29159,286,73,24,79,18,81,546
71950,286,24,167,625,228,1492,5228
18196,286,24,18,39,134,102,329
19429,286,24,18,130,39,127,349
16596,286,73,24,79,18,130,310
25750,288,73,79,78,72,1,497
55029,288,73,79,78,72,1,1974
9341,288,108,73,24,79,81,227
1065,288,73,24,79,18,81,65
72010,288,73,134,6210,6211,6212,5247
38420,288,73,25,192,195,72,917
72009,288,3926,12370,0,0,0,5246
72006,288,73,78,308,4115,5913,5245
9051,288,73,79,81,25,78,225
72003,288,73,78,72,308,4115,5244
22577,288,73,79,81,78,192,436
72002,288,0,0,0,0,0,5243
27985,288,73,24,79,81,78,533
71999,288,79,81,352,306,608,5242
6472,288,73,24,79,18,81,190
50533,288,108,73,24,79,81,1513
10025,288,73,24,79,18,81,229
35817,288,73,72,1,386,306,815
72015,288,73,24,39,134,13,5249
72032,288,73,134,127,185,12370,5250
72034,288,2333,0,0,0,0,5251
72035,288,134,3926,12370,0,0,5252
71954,288,73,24,134,238,308,5235
71962,288,73,134,238,319,728,5236
48210,288,24,18,81,39,187,1398
26994,288,73,79,18,81,78,517
67270,288,25,78,352,127,308,3892
43572,288,108,73,24,79,18,1106
43025,288,134,0,0,0,0,1092
72014,288,73,24,134,2809,4612,5248
53638,288,73,24,78,72,238,1816
38693,288,73,1,352,127,191,920
10328,288,73,24,79,81,78,230
48275,288,73,24,79,18,81,1400
8679,288,73,24,79,81,25,220
51945,288,73,79,72,1,127,1672
21259,288,73,24,79,78,72,412
48471,288,73,79,81,78,72,1406
33244,288,73,79,25,192,72,707
71989,288,102,103,176,308,742,5239
2652,288,73,24,79,18,81,88
24770,288,73,24,79,130,134,475
71996,288,73,2809,12371,0,0,5241
43943,288,73,79,78,72,1,1118
48720,288,445,108,73,79,78,1412
71984,288,73,134,308,319,728,5238
40498,288,108,73,79,81,78,982
71995,288,445,108,73,72,829,5240
71970,288,73,24,134,127,387,5237
5031,288,73,79,18,81,25,163
43573,289,73,81,78,84,18,1106
21079,289,73,81,78,18,79,403
35869,289,79,185,194,180,229,816
64943,289,73,79,185,181,182,3398
51946,289,73,79,181,194,508,1672
15218,289,73,81,78,84,18,300
17601,289,73,81,78,84,18,324
45017,289,73,78,84,79,181,1186
29237,289,508,216,39,33,127,547
41716,289,73,81,78,84,18,1043
7801,289,73,81,78,84,195,207
18036,289,81,195,18,24,130,328
10329,289,73,81,78,79,185,230
19789,289,73,81,78,84,79,355
21777,289,73,81,78,84,18,424
3899,289,73,81,78,84,195,154
